kt,u_ratio,u_ratio+stdfit,u_ratio-stdfit,u_ratio+stdtot,u_ratio-stdtot
0.0,,,,,
0.009999999776482582,0.7849621931181998,0.8046128296712086,0.7622059427077353,0.8491672750255812,0.7223032033810357
0.019999999552965164,0.7850426223415828,0.8046843395224155,0.7622959864855003,0.8492504625318829,0.7223810380271595
0.029999999329447743,0.7851866397449608,0.8048121575333037,0.7624575725222316,0.8493993266152904,0.7225205020130202
0.03999999910593033,0.785379338292686,0.8049833658860981,0.7626734920211881,0.8495985980835224,0.7227070199135681
0.04999999701976776,0.7856407091093063,0.8052152799588248,0.7629668347794316,0.8498687708303945,0.7229601210313317
0.059999998658895486,0.7859425060301618,0.8054833612699488,0.763304937771701,0.8501809066725092,0.7232521933474433
0.07000000029802321,0.7863164025180801,0.8058150824228514,0.7637242403950788,0.8505675104131619,0.7236141438133897
0.07999999821186066,0.7867472013503266,0.8061976565688048,0.7642079577719397,0.8510129621811099,0.7240311667913549
0.0899999961256981,0.7872355168378972,0.8066310768342904,0.7647562195709743,0.8515179202111955,0.7245038338945157
0.09999999403953552,0.7877830685025189,0.8071163243986534,0.7653699933773537,0.8520842564306162,0.725033715617867
0.10999999940395357,0.7883874825113131,0.8076527449305237,0.7660487188096771,0.8527094362906571,0.725618594131383
0.119999997317791,0.7890508916259449,0.8082414088643185,0.7667936455694836,0.853395749719779,0.7262604492647244
0.12999999523162842,0.7897719360835015,0.8088808144679771,0.767603189202778,0.8541417853029407,0.7269579701567425
0.14000000059604645,0.7905523761591245,0.8095732318245265,0.7684796441074585,0.8549494648726303,0.7277127589793617
0.14999999105930328,0.7913912959799211,0.8103170413635562,0.7694217348287492,0.8558177904221491,0.7285239802119987
0.1599999964237213,0.7922892768845131,0.8111132980479351,0.7704305987164268,0.856747416484647,0.7293921431211102
0.17000000178813934,0.793246932010554,0.8119619560902875,0.7715060762551905,0.8577390662887504,0.7303177518909635
0.17999999225139618,0.7942637687497813,0.8128636620292657,0.7726491104589169,0.8587922143528807,0.7313003458203291
0.1899999976158142,0.7953405437311795,0.813817563497935,0.7738589743497705,0.8599077069709748,0.732340593339588
0.19999998807907104,0.796477707141087,0.8148252965077116,0.7751374493153395,0.8610860622119746,0.7334388776111395
0.20999999344348907,0.7976750441233732,0.8158863070331721,0.7764840810666137,0.8623270951971356,0.7345949533274221
0.21999999880790713,0.7989328585953587,0.8169999917593078,0.7778985083828771,0.8636311597588952,0.735809075070409
0.22999998927116394,0.8002524628463825,0.8181686149376118,0.7793831305135822,0.8649997129998857,0.7370824128648599
0.239999994635582,0.801634020130239,0.8193915457860538,0.7809371694753957,0.866433025017272,0.7384150233275683
0.25,0.8030762248156141,0.8206683138327264,0.7825609361146313,0.86792965314412,0.7398057353514084
0.25999999046325684,0.8045820476892043,0.8220006097092248,0.7842558082331684,0.8694929150769869,0.7412571785346318
0.2699999809265137,0.8061502527078267,0.82338820207413,0.7860219073553036,0.8711215163780502,0.7427681727508855
0.2800000011920929,0.8077805701096029,0.8248303029390782,0.7878589354645529,0.8728151857904061,0.7443384491903261
0.2899999916553497,0.8094761550830198,0.8263294263950002,0.7897691667186751,0.874577440748034,0.745970806879195
0.29999998211860657,0.8112354282244714,0.8278843856071132,0.7917520559086769,0.8764065923690599,0.7476637727704609
0.31000000238418574,0.8130590819955057,0.829496716762611,0.7938090720829245,0.8783034977682432,0.7494178758984668
0.3199999928474426,0.8149490040513445,0.8311661276041703,0.7959404160973406,0.8802702247407918,0.7512348274760575
0.32999998331069946,0.8169048380332092,0.8328934929862395,0.7981470113954533,0.8823064979510099,0.7531141892770095
0.3400000035762787,0.8189262907271772,0.8346789137807046,0.8004294528518525,0.8844120547503713,0.7550556368813541
0.3499999940395355,0.8210144692228545,0.8365216071997078,0.8027873322027786,0.8865881602738951,0.7570601214312549
0.3599999845027924,0.8231718338754276,0.8384251058314331,0.8052240488823137,0.8888376060974907,0.7591297767326416
0.3700000047683716,0.8253977335591136,0.8403882899103237,0.8077391719196528,0.8911597399213991,0.7612639514888122
0.3799999952316284,0.8276928873062455,0.8424119286399597,0.8103335772372795,0.8935554635639102,0.7634631831939205
0.3899999856948853,0.8300566599629902,0.844496521725673,0.8130083410974621,0.8960241714498963,0.7657268057565282
0.3999999761581421,0.832492671363773,0.8466428324147159,0.8157642237005677,0.8985699097259779,0.7680580196474193
0.4099999964237213,0.8349990354475681,0.8488501724103926,0.8186013121313521,0.9011907202721168,0.7704550070378382
0.41999998688697815,0.8375792431846802,0.8511216186706213,0.8215231728172333,0.9038904696643391,0.7729208900428577
0.42999997735023493,0.8402320407716708,0.853457099379827,0.8245294824837313,0.9066680146321844,0.7754543015476676
0.43999999761581426,0.8429601088195604,0.8558569091704278,0.8276216356032001,0.9095262983103813,0.7780576648590765
0.44999998807907104,0.8457635729161833,0.8583221464012081,0.8308007220423883,0.9124656490544005,0.7807309027613362
0.4599999785423279,0.8486429784117375,0.8608530106063744,0.8340676879748063,0.9154867739061169,0.78347439981327
0.4699999988079071,0.8515995846374257,0.8634513452056418,0.8374247893314922,0.9185911937694471,0.7862891560156829
0.479999989271164,0.8546349030206153,0.8661169937582354,0.8408721812073257,0.9217807197826497,0.7891763857948675
0.4899999797344208,0.8577509442291708,0.8688522217390091,0.8444129524216911,0.9250576614801223,0.7921378047050519
0.5,0.8609481245811557,0.8716584101449792,0.8480487412867701,0.9284226783765914,0.795173586365475
0.5099999904632568,0.8642261461715272,0.8745330779930991,0.8517779868544295,0.9318756124122994,0.7982832921818186
0.5199999809265137,0.8675911388043109,0.8774822584083617,0.8556067397320617,0.9354233125071942,0.8014723445732298
0.5299999713897705,0.8710384281588808,0.8805034685737954,0.8595337416224104,0.9390609119404587,0.8047362521117079
0.5399999618530275,0.8745747244557365,0.8836003220693295,0.8635628953776885,0.9427958863596848,0.8080809724604829
0.550000011920929,0.878197842837878,0.886772280053289,0.8676939808529043,0.9466261449770008,0.8115042219566858
0.5600000023841858,0.8819099928652218,0.8900207328690549,0.8719299160948052,0.9505542542537042,0.815007857320863
