z,u_ratio,u_ratio+stdfit,u_ratio-stdfit,u_ratio+stdtot,u_ratio-stdtot
0.20000000298023224,0.6852271054630736,0.6997097223487088,0.6765301997236327,0.6815395482859494,0.5895451721153101
0.25,0.6677226406925194,0.6816113308612911,0.659380303804195,0.6514459998991793,0.5747234630366976
0.30000001192092896,0.6413236476020274,0.6544858659386729,0.633416246749895,0.6233297550045263,0.5516834482780107
0.3500000238418579,0.6120050782305849,0.6244347296129757,0.6045368057873497,0.5950133125567734,0.5257990262009773
0.4000000059604645,0.583701876534793,0.5954528511998033,0.5766407056444801,0.5714920202648328,0.500694163233236
0.45000001788139343,0.5583365731610498,0.5694961444597891,0.5516302971594957,0.5523645146645344,0.4781191737704629
0.5,0.5377348564779222,0.5484187720295576,0.5313140743170192,0.5344181682701219,0.4597616492253465
0.550000011920929,0.5224036056804957,0.5327314197577527,0.5161965725825183,0.5197760223628308,0.44610253156408036
0.6000000238418579,0.5119076654002321,0.5219872267788793,0.5058496349035445,0.5110504151713315,0.43678328324239746
