x,u_ratio,u_ratio+stdfit,u_ratio-stdfit,u_ratio+stdtot,u_ratio-stdtot
0.004000000189989804,0.6013807934824872,0.6164356782989655,0.5839466137875808,0.7719528992607146,0.4633138056845751
0.008000000379979609,0.6492522307077678,0.6655055225589173,0.630430246068167,0.7939298862650871,0.5239694341074582
0.012000000104308128,0.6869981091076084,0.7041963261338966,0.6670818620075221,0.8143208048193992,0.5750994925676498
0.016000000759959217,0.718683634624175,0.7366750627775404,0.6978488162102549,0.8317579988798218,0.6213061291006027
0.020000001415610317,0.7461967136136324,0.7648769004364178,0.7245642841548293,0.846977250066295,0.6630232936678893
0.024000000208616257,0.7706002241595239,0.7898913251391426,0.7482603308231668,0.8613719454946502,0.6993535038048214
0.028000000864267346,0.7924980668373212,0.8123373554258828,0.7695233495619346,0.8763531338182476,0.7300828713606025
0.032000001519918435,0.8120593159839679,0.8323882982174889,0.7885175132007368,0.893906077494691,0.7549779428904403
0.036000002175569534,0.8295091486586104,0.8502749676249156,0.805461470859429,0.9121073779527455,0.7734168200918264
0.040000002831220634,0.8451978427163388,0.8663564103113326,0.8206953457504238,0.9299188338613423,0.7856126445625096
0.04400000348687172,0.8591794460362094,0.8806880271830354,0.834271618891241,0.9469040581103471,0.793924681315958
0.04800000041723251,0.8714755533169548,0.8932919535375006,0.8462112589448929,0.9632672014081801,0.7998753453319226
0.052000001072883606,0.8821335541654616,0.904216765326575,0.856560281681702,0.9770367809426628,0.8040535692364851
0.05600000172853469,0.8911235930129522,0.9134318595812408,0.865289697053302,0.9885112011603386,0.8067643954689935
0.060000002384185784,0.8983322526777477,0.920820979849552,0.8722893758704923,0.9973987567560705,0.8086680888148324
0.06400000303983687,0.9040318295305741,0.9266632391324661,0.8778237205640708,1.004168767449806,0.8100990196194613
0.06800000369548798,0.9084544621183794,0.9311965873016741,0.8821181399264187,1.0092239219281982,0.8112505811164494
0.07200000435113907,0.9115817621777829,0.9344021757645159,0.8851547787745123,1.0128740302734174,0.8124222466009501
0.07600000500679016,0.9137025109977103,0.936576015121347,0.8872140465554464,1.0153709355073326,0.8135823136670789
0.08000000566244125,0.9151187286129825,0.9380276861353702,0.8885892076676517,1.0169554700988297,0.8146112664289067
0.08400000631809233,0.9160032357062312,0.9389343358586343,0.8894480726789249,1.0178404342918759,0.8154622427070986
0.08800000697374344,0.9167383782585844,0.9396878818694443,0.8901619032647209,1.0183895874939182,0.8158430702171684
0.09200000762939453,0.9171874793252787,0.9401482256710296,0.890597984779106,1.0185644838690067,0.8160237716313049
0.09600000083446503,0.9173648147202919,0.9403300004561516,0.8907701791766415,1.0184214981836188,0.8160819373524651
0.10000000149011612,0.9172953536948811,0.9402588005528979,0.8907027318437397,1.018017045504492,0.8160508869857139
0.1040000021457672,0.9169407662670143,0.9398953364316915,0.8903584239941393,1.0174452485709125,0.8160176031932379
0.1080000028014183,0.9163685193715762,0.939308763985469,0.8898027666794012,1.0167472840393728,0.8159929183573592
0.1120000034570694,0.9156471971552033,0.9385693842870483,0.8891023557745881,1.0158775934678674,0.8158885430411388
0.11600000411272048,0.914824063663229,0.9377256445834274,0.8883030851285301,1.0148491930250947,0.8156951704881457
0.12000000476837157,0.9139248897028993,0.9368039608247316,0.8874299784463229,1.0136665454248317,0.8154056182900744
0.12400000542402267,0.9129962114563721,0.9358520341735587,0.886528222814559,1.012302312976394,0.814975835681784
0.12800000607967374,0.9121111040593001,0.9349447691185473,0.8856687749024199,1.0107182568255872,0.8143440013940415
0.13199999928474426,0.9112032850739601,0.9340142239164634,0.884787273816642,1.009022953371041,0.8136443522751537
0.13600000739097595,0.9102672671847353,0.9330547738829773,0.8838783913202576,1.007239747916738,0.8128963465720067
0.14000000059604645,0.9091662926446495,0.9319262376963167,0.882809334307601,1.005382402542288,0.8121181266277826
0.14400000870227814,0.908048963674754,0.9307809376652799,0.881724396984148,1.0034651106218693,0.8113237635806916
0.14800000190734866,0.9067988760114457,0.9294995554777936,0.8805105496750256,1.0015287199303717,0.8105605484404399
0.15200001001358032,0.9054118425841438,0.9280777992447241,0.8791637266938779,0.9996281148720604,0.8098952235941618
0.15600000321865082,0.903942326308505,0.9265714952989347,0.8777368120628076,0.9976821981504368,0.809222317445552
0.16000001132488254,0.9024126538916287,0.9250035292712672,0.8762514852320874,0.9956882109178593,0.8085343208427603
0.164000004529953,0.900854877894373,0.9234067561220188,0.8747388695508156,0.9936430267036453,0.8078240788168851
0.16800001263618466,0.8992246423166811,0.9217357094490741,0.8731558949104774,0.9915448219446228,0.8070871730709912
0.1720000058412552,0.8975678263819441,0.9200374170100494,0.8715471104842963,0.9893918765435851,0.8063180183886366
0.17600001394748688,0.895923098388729,0.9183515151204267,0.869950063567188,0.9871503882903381,0.8054814819299909
0.18000000715255735,0.8942640191561071,0.9166509027244264,0.868339081456694,0.9848035194014876,0.8045597228840846
0.18400001525878906,0.8925918210416565,0.9149368430302975,0.8667153607840389,0.9824089592452772,0.8036049397946186
0.1880000084638596,0.8909116192997774,0.9132145793470218,0.8650838685111167,0.9799731498879362,0.8026207902016018
0.19200000166893005,0.8891726443020207,0.9114320710861918,0.8633953068337129,0.9775017890608098,0.801610894212508
0.19600000977516172,0.887413415198383,0.9096288016809544,0.8616870782220258,0.9750008725913102,0.800577896322668
0.20000000298023224,0.8856505871684719,0.9078218432544144,0.8599753550178388,0.9724754379256368,0.7995244192250516
0.20400001108646396,0.8838300846787894,0.9059557665535375,0.8582076293509014,0.9699297369792035,0.798453253502485
0.2080000042915344,0.8819552683872356,0.9040340163664765,0.8563871644528015,0.9673911666485006,0.7973902340843377
0.21200001239776609,0.8800556428281631,0.9020868358400749,0.8545426095140557,0.9648534732796691,0.7963259798705375
0.2160000056028366,0.8781278530147283,0.9001107859992061,0.8526707068097301,0.9623020825850533,0.7952428190374229
0.22000001370906833,0.8761589344852819,0.8980925778316555,0.8507588677211624,0.9597377807893887,0.7941393220057871
0.2240000069141388,0.8741777145619355,0.8960617603187856,0.8488350838591817,0.9571582312947907,0.7930139652810484
0.2280000150203705,0.8722023764413483,0.894036971852925,0.8469170112850266,0.9545617162926896,0.7918655041906001
0.23200000822544095,0.8701906903599617,0.8919749254963667,0.8449636444865509,0.951948973418161,0.790693304390358
0.2360000163316727,0.8681593447757648,0.889892727483686,0.8429911881191724,0.9493213750433036,0.7894963356543611
0.2400000095367432,0.8661246162200539,0.8878070618106427,0.8410154468534695,0.946678403849545,0.7882738919887962
0.24400001764297485,0.8641086641205729,0.8857406426410754,0.8390579377098327,0.9439888213370073,0.7870114531634799
0.2480000108480453,0.8620652453320483,0.8836460691851149,0.8370737581433405,0.9412846012372597,0.7857241167958899
0.25200000405311584,0.8600089406014967,0.881538287202211,0.8350770662015049,0.9385738935065051,0.784414370484752
0.25600001215934753,0.8579520511158432,0.8794299058255253,0.8330798064567647,0.9358588548404574,0.783082697838969
0.2600000202655792,0.8559072805064813,0.8773339467074286,0.831094314259059,0.9331423165848038,0.7817294908889126
0.2639999985694885,0.8538491431848488,0.8752242862566084,0.8290958428534169,0.9304267550873209,0.7803552155566518
0.2680000066757202,0.8517767879113972,0.8731000519237009,0.8270835656779371,0.9277147767372,0.7789601486958952
0.2720000147819519,0.8497054959098467,0.8709769074804988,0.8250723209498403,0.9250088430865541,0.7775216108473298
0.2760000228881836,0.84764103103513,0.8688607610734929,0.8230677054284613,0.9223110561952846,0.7760522122219364
0.2800000011920929,0.8455853946563102,0.8667536641737467,0.8210716624626737,0.9196266691424445,0.7745597742731125
0.28400000929832453,0.84351823234169,0.8646347527994936,0.8190644277008479,0.916965669192056,0.7729170425429608
0.2880000174045563,0.841450462653498,0.8625152188467624,0.817056603173364,0.9143174734923939,0.7712391606959592
0.292000025510788,0.8393861277453166,0.8603992056598564,0.8150521138507575,0.9116829307644677,0.7695483136770314
0.2960000038146973,0.8373289378471451,0.858290516350167,0.8130545624025337,0.9090628265563807,0.7678457858020851
0.30000001192092896,0.8352742479583175,0.8561843896347145,0.8110594384877564,0.9064580023416544,0.7661328244607216
0.30400002002716064,0.8332097288285685,0.8540681876144635,0.8090547702842122,0.9038710863402604,0.7644107268280442
0.30800002813339233,0.8311470692183167,0.8519538916646664,0.80705190769223,0.9013036082265767,0.7626805476326752
0.31200000643730164,0.8290883483280462,0.8498436330362306,0.8050528696357496,0.8987561733542773,0.7609434897588245
0.3160000145435333,0.8270326990611422,0.847736522925762,0.8030568141555073,0.8962291864661622,0.7592007010877467
0.320000022649765,0.8249787047838596,0.8456311092356986,0.8010623656863225,0.8937231732159355,0.757453831169745
0.3240000009536743,0.822909407142446,0.8435100090791723,0.7990530575013618,0.8912266831803928,0.7557136460064033
0.328000009059906,0.8208354140433557,0.8413840959195231,0.7970391899812187,0.8887465040190552,0.7539780574241444
0.3320000171661377,0.8187676479662556,0.8392645656682832,0.7950313689601394,0.8862985612723583,0.7522417976337445
0.33600002527236933,0.8167048783989754,0.837150157008809,0.7930283995988099,0.8838730574706108,0.750504812393436
0.3400000035762787,0.8146424946371789,0.8350361438130204,0.791025804858367,0.8814709818252424,0.7487629905525961
0.3440000116825104,0.8125860854931736,0.8329282548027896,0.7890290115300499,0.8790958406448512,0.7470172116574523
0.3480000197887421,0.8105395330504486,0.8308304692451577,0.7870417891547777,0.8767505635465063,0.7452679533931554
0.3520000278949737,0.8085040185155127,0.8287439979167924,0.7850652846955838,0.8744359180677856,0.7435155982112219
0.35600000619888306,0.8064805218595508,0.8266698453213447,0.7831004497140457,0.8721524992008688,0.7417604102597368
0.36000001430511475,0.8044616910117994,0.8246004753373161,0.7811401452777712,0.8699005384104012,0.7400027368320518
0.3640000224113464,0.802441383434427,0.8225295916554174,0.7791784069226361,0.8676802958679244,0.7382424144206203
0.3680000305175781,0.8004362555553702,0.8204742676783326,0.777231408202564,0.8654926287383873,0.7364795496504261
0.37200000882148737,0.7984574077380353,0.818445881654454,0.7753099276786486,0.8633438850811124,0.7347040193137939
0.3760000169277191,0.7964953706342487,0.8164347271812348,0.7734047705214883,0.8612267901725775,0.7329277519311513
0.3800000250339508,0.7945500214597268,0.8144406784006266,0.7715158175063472,0.8591411336375114,0.7311516190128164
0.3840000033378601,0.7926128834927063,0.8124550463857696,0.7696348376537475,0.857086530487592,0.7293765472613932
0.38800001144409185,0.7906713532137368,0.8104649121024249,0.767749592823421,0.8550625007887143,0.7276034599714994
0.39200001955032343,0.7887389342217828,0.8084841171968133,0.7658731951416207,0.8530688359744749,0.7258330747299165
0.3960000276565552,0.7868396473499645,0.8065372838363166,0.7640289690715013,0.8511040757275958,0.7240660073529727
0.4000000059604645,0.7849621903358822,0.8046128268192386,0.7622059400060784,0.8491672721602211,0.7223032007578143
