gamma g3f g3D Nq1 gq1 dq1 Nq2 gq2 dq2 p_10 p_11 p_12 rep 
1.97 0.155 0.0144 0.179 0.0312 0.307 0.222 0.810 0.378 0.0 0.0 0.0 0
1.7486805222260799 0.14201910003213830 1.3381569131837688E-002 5.6129151346785200E-002 7.4188811894931206E-002 0.15022304147412768 0.38971697277791240 0.63790788702316581 0.48828711867185071 0.0 0.0 0.0 101
1.8090438321349986 0.13983027049197475 2.0749325725424341E-002 6.0015514375674428E-002 3.1481619744084810E-003 0.13533581465526545 0.36614627972909908 1.2047957374361578 0.50698732711280936 0.0 0.0 0.0 102
2.0582089071285430 0.14769407171962579 4.9073754597920936E-003 9.2030052645991844E-002 3.0909340864582191E-008 -0.49442859409557638 0.23269614828715435 2.8201963659870737 1.6631265148608465E-002 0.0 0.0 0.0 103
1.9218703367316858 0.14906026222320606 1.5135540380236236E-002 0.29096321650382784 -3.1567216960582072 1.9282359451411395 0.17002263606536561 -0.10253635761111690 0.12684067971187463 0.0 0.0 0.0 104
1.9204604435754260 0.14087859750290432 1.4254477019612615E-002 0.26406411000904484 9.3144611149451606E-003 0.10721740471369401 0.15974626459191188 1.1381182866131487 0.57264483310827252 0.0 0.0 0.0 105
1.9597952753154220 0.11587009521776967 1.9272098921103736E-002 1.0392015362136036 1.0128686709922619E-003 0.64010565448405909 6.4072826328811949E-002 1.4574592820487946 0.25845036610094230 0.0 0.0 0.0 106
2.1314174824327505 0.15325013143903332 1.5318621029108768E-002 0.19450512593645630 5.3151494720205861E-002 0.30747788312963653 0.22945207268622703 0.76684594821931951 0.40731659929330100 0.0 0.0 0.0 107
1.9285975563828954 0.14685263397380655 1.1257509331756904E-002 0.53207071779497461 -4.6176557812112033 2.3453814517452436 0.12501245045235532 -8.6640027756631266E-002 0.12685041917778950 0.0 0.0 0.0 108
1.7167748236836744 0.13588093318891595 1.6952960302414704E-002 0.20967436836022291 1.9958072323278842E-002 0.40396402198343839 0.19993292776144389 0.74646696455051531 0.31157393367622888 0.0 0.0 0.0 109
1.8327387223402876 0.14729765690311292 1.6279229544011859E-002 0.31863753201555589 1.2727324072540291E-002 0.28974208906459609 0.15024591589176861 1.0080086924270835 0.40135239519183674 0.0 0.0 0.0 110
1.8486336442754991 0.13678913637884549 9.9969350523755104E-003 0.51774064479888082 3.5620310467892047E-002 0.58653628248225065 0.11826171577257671 0.79224179489366264 0.27989087466537832 0.0 0.0 0.0 111
1.8975452360838179 0.15883096660762824 2.3082398173225192E-002 0.58859707929677452 9.4101437507818630E-002 1.1676765437599235 9.6804597485404820E-002 0.62310116487256284 0.20594088580518299 0.0 0.0 0.0 112
2.1107688235216227 0.14876204766114320 3.6113613544259747E-003 0.20011122342723198 4.9867834769226072E-002 0.24702219483974996 0.23969556145861515 0.75471324992951061 0.43514689399730178 0.0 0.0 0.0 113
2.0170382453261055 0.17921264446331042 2.1489259916341548E-002 0.10163327904056363 8.5522195030565129E-003 0.13126004685795589 0.27271565564086897 1.1162014386608692 0.54522963505038202 0.0 0.0 0.0 114
1.8014038297992572 0.14858045159211691 8.3466218912342186E-003 5.3842730485612833E-002 -4.9905304111941717E-002 6.8968049003030885E-002 0.32270568560713642 0.65253048826326498 -6.4562055638830440E-002 0.0 0.0 0.0 115
1.9228965630548500 0.16512709327612474 1.5569852158121100E-002 0.12731998504996156 3.4510398166980316E-002 0.22519276729378479 0.25227970263724186 0.83513493685069928 0.43724682271207671 0.0 0.0 0.0 116
