gamma g3f g3D Nq1 gq1 dq1 Nq2 gq2 dq2 p_10 p_11 p_12 rep
   1.9807694316642448       0.16062923564438308        1.4013354284759760E-002  0.19113997982181363       1.2502143088934048E-002    0.24660427093718429       0.21349543769028179      1.0006418614922832        0.41857568904407172        0.0 0.0 0.0 106

