 gamma g3f pt DY-RATIO error R_dy tmp element 
   8.0808080808080815E-002   0.0000000000000000       0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.96096940702531330        1.6391526484431524      W
   8.0808080808080815E-002   5.0505050505050509E-003  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.94043575803203006       0.40783223275749930      W
   8.0808080808080815E-002   1.0101010101010102E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.92120553337824429        1.4192487559189398E-003 W
   8.0808080808080815E-002   1.5151515151515152E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.90314878384151442       0.27730809181641281      W
   8.0808080808080815E-002   2.0202020202020204E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.88615287996706427        1.1187768891835568      W
   8.0808080808080815E-002   2.5252525252525252E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.87011966308165278        2.4297343858279654      W
   8.0808080808080815E-002   3.0303030303030304E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.85496314750120095        4.1306564286626459      W
   8.0808080808080815E-002   3.5353535353535352E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.84060765247365876        6.1554148884212383      W
   8.0808080808080815E-002   4.0404040404040407E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.82698627219362497        8.4487827738656556      W
   8.0808080808080815E-002   4.5454545454545456E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.81403961402048253        10.964456442312825      W
   8.0808080808080815E-002   5.0505050505050504E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.80171475114763324        13.663476656314787      W
   8.0808080808080815E-002   5.5555555555555552E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.78996434800759252        16.512959754971209      W
   8.0808080808080815E-002   6.0606060606060608E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.77874592577399471        19.485071763130687      W
   8.0808080808080815E-002   6.5656565656565663E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.76802124222651746        22.556194154659071      W
   8.0808080808080815E-002   7.0707070707070704E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.75775576554198865        25.706241811392747      W
   8.0808080808080815E-002   7.5757575757575760E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.74791822567104216        28.918102593947644      W
   8.0808080808080815E-002   8.0808080808080815E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.73848023015071540        32.177174654430928      W
   8.0808080808080815E-002   8.5858585858585856E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.72941593370688262        35.470982739081421      W
   8.0808080808080815E-002   9.0909090909090912E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.72070175297765360        38.788858658379127      W
   8.0808080808080815E-002   9.5959595959595953E-002  0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.71231611926039096        42.121674139711104      W
   8.0808080808080815E-002  0.10101010101010101       0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.70423926344153609        45.461616640870005      W
   8.0808080808080815E-002  0.10606060606060606       0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.69645302827888123        48.802000552424509      W
   8.0808080808080815E-002  0.11111111111111110       0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.68894070402287122        52.137107673287524      W
   8.0808080808080815E-002  0.11616161616161616       0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.68168688402745814        55.462051996623252      W
   8.0808080808080815E-002  0.12121212121212122       0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.67467733754323778        58.772664760619648      W
   8.0808080808080815E-002  0.12626262626262627       0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.66789889733053676        62.065396452303979      W
   8.0808080808080815E-002  0.13131313131313133       0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.66133936009679761        65.337233042123202      W
   8.0808080808080815E-002  0.13636363636363635       0.25000000000000000       0.92000000000000004        3.2000000000000001E-002  0.65498739806617090        68.585624202869326      W
