target zbin ptlow pthigh mr err 
0 7 0.41074556 0.63252691 0.8247054219245911 0.009601203724741936
0 7 0.63252691 0.97405871 0.9468783140182495 0.015786783769726753
0 7 0.97405871 1.5 1.7472903728485107 0.07091355323791504
0 8 0.02 0.03079896 0.697336733341217 0.017765337601304054
0 8 0.03079896 0.04742881 0.7163822650909424 0.016694465652108192
0 8 0.04742881 0.07303792 0.7069665193557739 0.01540799904614687
0 8 0.07303792 0.11247461 0.7172160744667053 0.013941165059804916
0 8 0.11247461 0.17320508 0.7297735810279846 0.011141770519316196
0 8 0.17320508 0.26672686 0.7247786521911621 0.0095771299675107
0 8 0.26672686 0.41074556 0.7774990797042847 0.010335997678339481
0 8 0.41074556 0.63252691 0.7428098917007446 0.010993659496307373
0 8 0.63252691 0.97405871 0.9482107162475586 0.021448522806167603
0 8 0.97405871 1.5 2.2076399326324463 0.13537058234214783
0 9 0.02 0.03079896 0.6744372248649597 0.019359136000275612
0 9 0.03079896 0.04742881 0.705382764339447 0.018368225544691086
0 9 0.04742881 0.07303792 0.7054480910301208 0.017570355907082558
0 9 0.07303792 0.11247461 0.8166986703872681 0.019748350605368614
0 9 0.11247461 0.17320508 0.7987786531448364 0.017327001318335533
0 9 0.17320508 0.26672686 0.8233284950256348 0.014525032602250576
0 9 0.26672686 0.41074556 0.7070072889328003 0.012040696106851101
0 9 0.41074556 0.63252691 0.8227185010910034 0.017429010942578316
0 9 0.63252691 0.97405871 1.2738021612167358 0.048665907233953476
0 9 0.97405871 1.5 3.797229290008545 0.4524918496608734
1 4 0.02 0.03079896 0.6094706058502197 0.007725498639047146
1 4 0.03079896 0.04742881 0.6157200336456299 0.005823458544909954
1 4 0.04742881 0.07303792 0.615669846534729 0.004762901458889246
1 4 0.07303792 0.11247461 0.6191031336784363 0.0040260618552565575
1 4 0.11247461 0.17320508 0.6248777508735657 0.0035032439045608044
1 4 0.17320508 0.26672686 0.6667962074279785 0.0035333565901964903
1 4 0.26672686 0.41074556 0.7359885573387146 0.004116211552172899
1 4 0.41074556 0.63252691 1.0337426662445068 0.00736647006124258
1 4 0.63252691 0.97405871 2.2135138511657715 0.029270252212882042
1 4 0.97405871 1.5 6.573383808135986 0.2872433364391327
1 5 0.02 0.03079896 0.5815487504005432 0.010673866607248783
1 5 0.03079896 0.04742881 0.5961418747901917 0.008561825379729271
1 5 0.04742881 0.07303792 0.5857487320899963 0.006271716672927141
1 5 0.07303792 0.11247461 0.5946536064147949 0.00525705749168992
1 5 0.11247461 0.17320508 0.5974193215370178 0.004578356631100178
1 5 0.17320508 0.26672686 0.6213404536247253 0.004274040460586548
1 5 0.26672686 0.41074556 0.660129725933075 0.004595189820975065
1 5 0.41074556 0.63252691 0.7819268703460693 0.0064679398201406
1 5 0.63252691 0.97405871 1.3270611763000488 0.017459135502576828
1 5 0.97405871 1.5 4.041975975036621 0.14063258469104767
1 6 0.02 0.03079896 0.5858547687530518 0.012708774767816067
1 6 0.03079896 0.04742881 0.5845614671707153 0.01112151425331831
1 6 0.04742881 0.07303792 0.5887068510055542 0.008760475553572178
1 6 0.07303792 0.11247461 0.5941109657287598 0.006730489898473024
1 6 0.11247461 0.17320508 0.5945767164230347 0.005743745248764753
1 6 0.17320508 0.26672686 0.6232120990753174 0.005461978260427713
1 6 0.26672686 0.41074556 0.6252386569976807 0.0052948277443647385
1 6 0.41074556 0.63252691 0.6937176585197449 0.006660178303718567
1 6 0.63252691 0.97405871 0.9585787653923035 0.013389244675636292
1 6 0.97405871 1.5 2.544642210006714 0.08422678709030151
1 7 0.02 0.03079896 0.5620852708816528 0.013434111140668392
1 7 0.03079896 0.04742881 0.5586276054382324 0.012230202555656433
1 7 0.04742881 0.07303792 0.5734307169914246 0.011045034974813461
1 7 0.07303792 0.11247461 0.587645947933197 0.008750304579734802
1 7 0.11247461 0.17320508 0.583224356174469 0.006814565043896437
1 7 0.17320508 0.26672686 0.5804945826530457 0.006106104701757431
1 7 0.26672686 0.41074556 0.5973889827728271 0.006095921155065298
1 7 0.41074556 0.63252691 0.6422923803329468 0.007130350451916456
1 7 0.63252691 0.97405871 0.7752731442451477 0.012063104659318924
1 7 0.97405871 1.5 1.9281957149505615 0.06785660237073898
1 8 0.02 0.03079896 0.49473482370376587 0.01219984982162714
1 8 0.03079896 0.04742881 0.48047178983688354 0.010884513147175312
1 8 0.04742881 0.07303792 0.5031969547271729 0.01079745963215828
1 8 0.07303792 0.11247461 0.482421338558197 0.009182105772197247
1 8 0.11247461 0.17320508 0.5178473591804504 0.007693577092140913
1 8 0.17320508 0.26672686 0.5271006226539612 0.0067077637650072575
1 8 0.26672686 0.41074556 0.5774847865104675 0.007371837738901377
1 8 0.41074556 0.63252691 0.5653462409973145 0.007994606159627438
1 8 0.63252691 0.97405871 0.8055307269096375 0.01687232404947281
1 8 0.97405871 1.5 2.2636444568634033 0.12044108659029007
1 9 0.02 0.03079896 0.43282344937324524 0.012132972478866577
1 9 0.03079896 0.04742881 0.5020674467086792 0.01245388574898243
1 9 0.04742881 0.07303792 0.49296510219573975 0.012009426020085812
1 9 0.07303792 0.11247461 0.5372004508972168 0.012643789872527122
1 9 0.11247461 0.17320508 0.5511202216148376 0.011514601297676563
1 9 0.17320508 0.26672686 0.5544986128807068 0.009477968327701092
1 9 0.26672686 0.41074556 0.5162612795829773 0.008442056365311146
1 9 0.41074556 0.63252691 0.5921499133110046 0.011972269974648952
1 9 0.63252691 0.97405871 1.0411345958709717 0.03696391358971596
1 9 0.97405871 1.5 2.441711902618408 0.22473563253879547
2 4 0.02 0.03079896 0.44767242670059204 0.0036127965431660414
2 4 0.03079896 0.04742881 0.4448593854904175 0.002685221843421459
2 4 0.04742881 0.07303792 0.440865695476532 0.0021502950694411993
2 4 0.07303792 0.11247461 0.4456082582473755 0.0017942232079803944
2 4 0.11247461 0.17320508 0.4495025873184204 0.001545956009067595
2 4 0.17320508 0.26672686 0.4815303385257721 0.0015573670389130712
2 4 0.26672686 0.41074556 0.5507864952087402 0.0018819463439285755
2 4 0.41074556 0.63252691 0.814352810382843 0.0035247106570750475
2 4 0.63252691 0.97405871 2.005171060562134 0.014988912269473076
2 4 0.97405871 1.5 6.827299118041992 0.15170836448669434
2 5 0.02 0.03079896 0.4203036427497864 0.005044365301728249
2 5 0.03079896 0.04742881 0.42155903577804565 0.003953317645937204
2 5 0.04742881 0.07303792 0.4164465665817261 0.002878875005990267
2 5 0.07303792 0.11247461 0.415059894323349 0.002335185185074806
2 5 0.11247461 0.17320508 0.43177303671836853 0.0020688266959041357
2 5 0.17320508 0.26672686 0.4465699791908264 0.0019205468706786633
2 5 0.26672686 0.41074556 0.48072630167007446 0.0020766493398696184
2 5 0.41074556 0.63252691 0.5767810344696045 0.002962949685752392
2 5 0.63252691 0.97405871 1.066267967224121 0.00840786099433899
2 5 0.97405871 1.5 3.4381303787231445 0.06278423219919205
2 6 0.02 0.03079896 0.3815268576145172 0.0054639121517539024
2 6 0.03079896 0.04742881 0.3945687413215637 0.0049315327778458595
2 6 0.04742881 0.07303792 0.39101237058639526 0.0038374848663806915
2 6 0.07303792 0.11247461 0.4058154821395874 0.0029943129047751427
2 6 0.11247461 0.17320508 0.42450150847435 0.002621810883283615
2 6 0.17320508 0.26672686 0.44297686219215393 0.002473056549206376
2 6 0.26672686 0.41074556 0.4602256119251251 0.0024646723177284002
2 6 0.41074556 0.63252691 0.5248602628707886 0.0031890678219497204
2 6 0.63252691 0.97405871 0.748622477054596 0.006527502089738846
2 6 0.97405871 1.5 2.190572738647461 0.03971467539668083
2 7 0.02 0.03079896 0.40521112084388733 0.006447854917496443
2 7 0.03079896 0.04742881 0.3971608579158783 0.0056897359900176525
2 7 0.04742881 0.07303792 0.39061233401298523 0.005008117761462927
2 7 0.07303792 0.11247461 0.42049965262413025 0.004091330803930759
2 7 0.11247461 0.17320508 0.4162561595439911 0.0031785350292921066
2 7 0.17320508 0.26672686 0.41963452100753784 0.0028705799486488104
2 7 0.26672686 0.41074556 0.42117804288864136 0.002819513902068138
2 7 0.41074556 0.63252691 0.4716024696826935 0.003433931153267622
2 7 0.63252691 0.97405871 0.6061692237854004 0.006041926331818104
2 7 0.97405871 1.5 1.6542001962661743 0.03427935764193535
2 8 0.02 0.03079896 0.3505285680294037 0.0059249852783977985
2 8 0.03079896 0.04742881 0.3524535000324249 0.005431074183434248
2 8 0.04742881 0.07303792 0.34687718749046326 0.0050366949290037155
2 8 0.07303792 0.11247461 0.3617679178714752 0.004589755553752184
2 8 0.11247461 0.17320508 0.3564782440662384 0.003601665375754237
2 8 0.17320508 0.26672686 0.3870711326599121 0.003347645979374647
2 8 0.26672686 0.41074556 0.4068440794944763 0.003494007047265768
2 8 0.41074556 0.63252691 0.41678258776664734 0.0040208748541772366
2 8 0.63252691 0.97405871 0.5565320253372192 0.00781108345836401
2 8 0.97405871 1.5 1.685662031173706 0.05127064138650894
2 9 0.02 0.03079896 0.318388968706131 0.006142547819763422
2 9 0.03079896 0.04742881 0.3298570513725281 0.005952766630798578
2 9 0.04742881 0.07303792 0.3700990676879883 0.0061179641634225845
2 9 0.07303792 0.11247461 0.38659965991973877 0.006271873600780964
2 9 0.11247461 0.17320508 0.4099019467830658 0.005802449770271778
2 9 0.17320508 0.26672686 0.3861888647079468 0.004648307804018259
2 9 0.26672686 0.41074556 0.3336097002029419 0.0039643459022045135
2 9 0.41074556 0.63252691 0.3917173743247986 0.00567444646731019
2 9 0.63252691 0.97405871 0.853009819984436 0.01899009943008423
2 9 0.97405871 1.5 1.9449564218521118 0.10443607717752457
