pt,sig
1.2704262980851813,3.6982817978026663
3.7989281207305177,6.4268771731702
6.366857311600984,5.970352865838375
8.843793580154054,4.786300923226388
11.359852112813758,4.2854852039744005
13.922560629425956,3.43557947899875
16.537650062783857,2.6546055619755418
19.038674906348593,2.290867652767776
25.232632267761883,1.527566058238074
