   0.34200E+00  -0.92103E+01   0.44240E-05   0.44245E-05   0.62125E-04   0.11066E-04   0.17192E-04   0.44245E-05   0.44307E-05
   0.34200E+00  -0.89754E+01   0.55958E-05   0.55963E-05   0.78579E-04   0.13997E-04   0.21745E-04   0.55963E-05   0.56042E-05
   0.34200E+00  -0.87404E+01   0.70778E-05   0.70785E-05   0.99391E-04   0.17704E-04   0.27505E-04   0.70785E-05   0.70885E-05
   0.34200E+00  -0.85055E+01   0.89524E-05   0.89533E-05   0.12572E-03   0.22393E-04   0.34790E-04   0.89533E-05   0.89659E-05
   0.34200E+00  -0.82705E+01   0.11324E-04   0.11325E-04   0.15901E-03   0.28324E-04   0.44004E-04   0.11325E-04   0.11341E-04
   0.34200E+00  -0.80356E+01   0.14323E-04   0.14324E-04   0.20113E-03   0.35826E-04   0.55659E-04   0.14324E-04   0.14344E-04
   0.34200E+00  -0.78006E+01   0.18116E-04   0.18118E-04   0.25440E-03   0.45315E-04   0.70400E-04   0.18118E-04   0.18143E-04
   0.34200E+00  -0.75656E+01   0.22914E-04   0.22916E-04   0.32177E-03   0.57317E-04   0.89046E-04   0.22916E-04   0.22949E-04
   0.34200E+00  -0.73307E+01   0.28983E-04   0.28986E-04   0.40700E-03   0.72498E-04   0.11263E-03   0.28986E-04   0.29027E-04
   0.34200E+00  -0.70957E+01   0.36659E-04   0.36663E-04   0.51479E-03   0.91699E-04   0.14246E-03   0.36663E-04   0.36715E-04
   0.34200E+00  -0.68608E+01   0.46369E-04   0.46373E-04   0.65114E-03   0.11599E-03   0.18019E-03   0.46373E-04   0.46439E-04
   0.34200E+00  -0.66258E+01   0.58650E-04   0.58655E-04   0.82360E-03   0.14671E-03   0.22792E-03   0.58655E-04   0.58738E-04
   0.34200E+00  -0.63908E+01   0.74184E-04   0.74191E-04   0.10417E-02   0.18556E-03   0.28828E-03   0.74191E-04   0.74295E-04
   0.34200E+00  -0.61559E+01   0.93832E-04   0.93840E-04   0.13176E-02   0.23471E-03   0.36463E-03   0.93840E-04   0.93973E-04
   0.34200E+00  -0.59209E+01   0.11868E-03   0.11869E-03   0.16666E-02   0.29687E-03   0.46121E-03   0.11869E-03   0.11886E-03
   0.34200E+00  -0.56860E+01   0.15012E-03   0.15013E-03   0.21080E-02   0.37550E-03   0.58336E-03   0.15013E-03   0.15034E-03
   0.34200E+00  -0.54510E+01   0.19389E-03   0.19390E-03   0.27098E-02   0.49490E-03   0.74912E-03   0.19390E-03   0.19382E-03
   0.34200E+00  -0.52161E+01   0.25174E-03   0.25174E-03   0.34983E-02   0.65924E-03   0.96583E-03   0.25174E-03   0.25167E-03
   0.34200E+00  -0.49811E+01   0.32694E-03   0.32693E-03   0.45179E-02   0.87876E-03   0.12456E-02   0.32693E-03   0.32699E-03
   0.34200E+00  -0.47461E+01   0.42477E-03   0.42475E-03   0.58371E-02   0.11725E-02   0.16069E-02   0.42475E-03   0.42456E-03
   0.34200E+00  -0.45112E+01   0.55195E-03   0.55205E-03   0.75451E-02   0.15662E-02   0.20737E-02   0.55205E-03   0.55242E-03
   0.34200E+00  -0.42762E+01   0.71760E-03   0.71763E-03   0.97602E-02   0.20949E-02   0.26774E-02   0.71763E-03   0.71804E-03
   0.34200E+00  -0.40413E+01   0.93322E-03   0.93311E-03   0.12634E-01   0.28053E-02   0.34583E-02   0.93311E-03   0.93401E-03
   0.34200E+00  -0.38063E+01   0.12135E-02   0.12134E-02   0.16362E-01   0.37583E-02   0.44679E-02   0.12134E-02   0.12142E-02
   0.34200E+00  -0.35714E+01   0.15778E-02   0.15778E-02   0.21201E-01   0.50378E-02   0.57737E-02   0.15778E-02   0.15779E-02
   0.34200E+00  -0.33364E+01   0.20513E-02   0.20514E-02   0.27485E-01   0.67545E-02   0.74624E-02   0.20514E-02   0.20531E-02
   0.34200E+00  -0.31014E+01   0.26664E-02   0.26664E-02   0.35668E-01   0.90662E-02   0.96486E-02   0.26664E-02   0.26695E-02
   0.34200E+00  -0.28665E+01   0.34631E-02   0.34638E-02   0.46321E-01   0.12167E-01   0.12477E-01   0.34638E-02   0.34649E-02
   0.34200E+00  -0.26315E+01   0.44941E-02   0.44944E-02   0.60191E-01   0.16312E-01   0.16133E-01   0.44944E-02   0.44915E-02
   0.34200E+00  -0.23966E+01   0.58234E-02   0.58226E-02   0.78266E-01   0.21839E-01   0.20856E-01   0.58226E-02   0.58168E-02
   0.34200E+00  -0.21616E+01   0.75294E-02   0.75291E-02   0.10182E+00   0.29175E-01   0.26948E-01   0.75291E-02   0.75257E-02
   0.34200E+00  -0.19267E+01   0.97037E-02   0.96988E-02   0.13258E+00   0.38834E-01   0.34796E-01   0.96988E-02   0.96933E-02
   0.34200E+00  -0.16917E+01   0.12435E-01   0.12435E-01   0.17270E+00   0.51398E-01   0.44862E-01   0.12435E-01   0.12422E-01
   0.34200E+00  -0.14567E+01   0.15839E-01   0.15837E-01   0.22508E+00   0.67477E-01   0.57737E-01   0.15837E-01   0.15833E-01
   0.34200E+00  -0.12218E+01   0.20034E-01   0.20029E-01   0.29361E+00   0.87865E-01   0.74154E-01   0.20029E-01   0.20027E-01
   0.34200E+00  -0.98682E+00   0.25052E-01   0.25075E-01   0.38284E+00   0.11282E+00   0.94845E-01   0.25075E-01   0.25067E-01
   0.34200E+00  -0.75186E+00   0.30806E-01   0.30801E-01   0.49865E+00   0.14143E+00   0.12063E+00   0.30801E-01   0.30803E-01
