gamma g3f g3D Nq1 gq1 dq1 Nq2 gq2 dq2 p_10 p_11 p_12 rep
   2.1953732304972053 0.21999864082553472 1.9005551041957672E-002 0.25573866909683662 6.3511479101485691E-003 0.18404030632272672 0.15627533798111459 1.1501650731427362 0.47402585933913333 0 0 0 000
   2.1617507988131481       0.21750802619442489        3.0712618842289971E-002  0.25550166571165356        8.4859594022415052E-003  0.23123723368771909       0.15383140005558049        1.0970759742940137       0.45655014845890562        0.0000000000000000        0.0000000000000000        0.0000000000000000      101
   2.2089499250942222       0.21442263094860106        2.7699653503094269E-002  0.29669682404942943        8.6304993947372566E-004   6.7426509405605017E-002  0.10643724264913157        1.5708333629637075       0.65188852939420849        0.0000000000000000        0.0000000000000000        0.0000000000000000      102
   2.3424457374896850       0.23522038872622994        1.7786811318286001E-002   3.1568603526623225        1.6752012335620847E-002  0.11217376616361463        1.2699826766030320E-002  0.95743491140980064       0.50784204179600811        0.0000000000000000        0.0000000000000000        0.0000000000000000      103
   1.9879517704873444       0.23031459346106856        1.0165291705333483E-002  0.20732713310786544       -1.5584848415062611        1.9000694054998828       0.21872011311939366       -1.9914549042054841       0.14971966554228899        0.0000000000000000        0.0000000000000000        0.0000000000000000      104
   2.2758240011099069       0.23141770534298572        1.9868797114741706E-002   1.6673895716443710       -1.7560462634236274E-005   2.9287892671990896        1.5888166773705859E-002   1.9997298943646928        2.8351757112246467E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000      105
   2.4229432219784020       0.20845209525247926        1.3983106014393391E-002   1.1827929669658444       0.31206830851336154        1.3773344097878901        5.1089133126759556E-002  0.36078796179508865       0.15190051988521258        0.0000000000000000        0.0000000000000000        0.0000000000000000      106
   2.0998118313425485       0.22241743528197733        2.5592255335525296E-002   1.3208767152525791        3.1333614915377499        2.5269974230107115        4.4311077259354459E-002   7.2546650084487574E-002  0.11419841223939597        0.0000000000000000        0.0000000000000000        0.0000000000000000      107
   2.1118335802619894       0.21838787697047224        2.3030791236653574E-002  0.29566937292729190        9.2388540084176185E-004  0.23515865925207535       0.15067057258139727        1.4878732262719891       0.44661654132862960        0.0000000000000000        0.0000000000000000        0.0000000000000000      108
   2.0661818624435027       0.22216039801711485        1.7806698842799614E-002   8.9194550612000434E-002   8.1348799324754140E-003  0.10076156710098338       0.25430480549823509        1.1219320840511804       0.56844528098576230        0.0000000000000000        0.0000000000000000        0.0000000000000000      109
   2.2603049988695707       0.22815762283756916        1.1306135415258688E-004   2.4483657415952367        7.3840657345795258E-002  0.52708604516030899        3.0233671810175444E-002  0.69717362286943985       0.30529170914669113        0.0000000000000000        0.0000000000000000        0.0000000000000000      110
   2.2140648438404060       0.21919271456254921        1.6158550164343543E-002  0.33424627563764719        3.7097439737081572E-003  0.21175094489426094       0.15471158251430195        1.2964303211302384       0.49214674253209711        0.0000000000000000        0.0000000000000000        0.0000000000000000      111
   2.6528371401519286       0.28960175979369107        7.7449389195303293E-003  0.33083303884030801        1.9481149139871068       0.87770847973687172       0.15760154064787146       0.16573097426280681       0.25323277867515914        0.0000000000000000        0.0000000000000000        0.0000000000000000      112
   2.2476564281744409       0.25048624443131107        1.0236892534945922E-002  0.14527807628578060       0.14231075128343385       0.17316247980056687       0.21156831822969746       0.57707640644185476       0.47301593942788456        0.0000000000000000        0.0000000000000000        0.0000000000000000      113
   2.4131981747599323       0.23137665266391627        2.2545814691545655E-002   2.3979089423479669       0.13060343460396950       0.62945830700680716        2.1889244282536247E-002  0.55467884073284646       0.25992173729045209        0.0000000000000000        0.0000000000000000        0.0000000000000000      114
   2.0199808836930369       0.19832973533540749        7.3469433855558076E-003  0.22048665384062271        2.7315968488269782E-002  0.26476203438659862       0.20803423072819305       0.80753083268194992       0.41205154040127923        0.0000000000000000        0.0000000000000000        0.0000000000000000      115
   2.3336118222486277       0.22289205972211423        1.9372605639846899E-002  0.80802840411420629        4.1257797291432752E-002  0.51980560981456847        7.4541488767187136E-002  0.80805882157023490       0.32488199116742456        0.0000000000000000        0.0000000000000000        0.0000000000000000      116
   2.3843737179037316       0.23725306563352547        2.9621927512081304E-002  0.18815114129662547        1.2678996186575988       0.73718381995985904       0.19611787834694194       0.15428443078974530       0.25261340842114999        0.0000000000000000        0.0000000000000000        0.0000000000000000      117
   2.3846421484446862       0.23048513106160431        6.3284585300322172E-003  0.82983820530091368        6.1200882004051493E-002  0.63090021596564405        9.0520410621484970E-002  0.72287527595456691       0.31095753771514190        0.0000000000000000        0.0000000000000000        0.0000000000000000      118
   2.4253191018506390       0.24772475416713269        3.0151542709139688E-002  0.34244134199600040        3.3422574118839616        1.2035229852592781        8.8074497954500508E-002   9.6338627657309495E-002  0.16993579990687202        0.0000000000000000        0.0000000000000000        0.0000000000000000      119
   2.0370436985404234       0.20258632195393445        1.8084067175165672E-002 -0.68701022509883192      -0.58105356006902564       -4.6440133971176003      -0.10720076632693787       -1.9999595449855549       -6.8183318658376679E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000      120
   2.2036457569977719       0.19972499516209197        1.8896426569240687E-002  0.32335750653561401        2.0303680719866435E-003  0.13241178210200122       0.13281117428453282        1.3784055989561748       0.52722746868324855        0.0000000000000000        0.0000000000000000        0.0000000000000000      121
   2.2804897837887910       0.19632923991053283        3.5810692758044889E-002  0.36862217551505694        8.0765805446549876E-003  0.54885091932335239       0.10749742514866245       0.92521879262898166       0.26257230678934551        0.0000000000000000        0.0000000000000000        0.0000000000000000      122
   1.9426783705816804       0.18725165321442117        8.6757114635206700E-004   3.4941516688716252      -0.98270304882014869        3.1752398661166144        1.4084928128223595E-002  0.12756566229948874        1.1082146879643595E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000      123
   2.3281680331544568       0.27312898402896119        1.0037061016404837E-005  0.30660691544707497      -0.27480283358292823        1.6038686200210428E-002   5.1564306016386841E-002  -1.9950324072516159      -0.36647608561601563        0.0000000000000000        0.0000000000000000        0.0000000000000000      124
   2.2849688570057718       0.26758048634114973        5.4352723436727080E-003  0.13193218228348691        6.1571336297570056E-002  0.12563087320893196       0.25209820461959653       0.78429492367368070       0.57825079730459850        0.0000000000000000        0.0000000000000000        0.0000000000000000      125
   2.2936870774509788       0.21442075211949216        1.3623732305193460E-002  0.31542769259858616        3.2917472180571039       0.31215849152431829       0.14499131725006009        2.0775037447422928E-002  0.32968940369119837        0.0000000000000000        0.0000000000000000        0.0000000000000000      126
   2.2759527932301316       0.23666521869924897        2.7127808168088345E-002  0.72317449111298338        6.4356094849595813E-002  0.40528263898169747        5.3370523644825418E-002  0.74066524698476632       0.34539250116247278        0.0000000000000000        0.0000000000000000        0.0000000000000000      127
   2.2741270167570908       0.21390970693120190        3.0306021347115217E-002  0.45673939072936598        8.7581702408670026E-003  0.57837594555097027       0.10846386324657686       0.98360731130661971       0.28470784796245674        0.0000000000000000        0.0000000000000000        0.0000000000000000      128
   2.0998748468337589       0.20658068231317728        2.7990615866528370E-002  0.44032346436139136       -3.3614426136807651E-005   2.3633287638236622        4.9626726860776404E-002   1.9797024363044233        4.7519468889746008E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000      129
   2.3066997004097836       0.20767413032204105        1.9052026369401339E-002  0.78376641596055041        4.3612907711150228E-003  0.25359440480509665        7.7340177007227950E-002   1.2585233900845294       0.44568081759747402        0.0000000000000000        0.0000000000000000        0.0000000000000000      130
   2.2992132856556946       0.22827671529139695        1.3204273041148596E-002  0.56018780636731869        1.9583534349760789E-002  0.22989268129302598        9.1377817422849894E-002  0.92374854377106619       0.43166687908678680        0.0000000000000000        0.0000000000000000        0.0000000000000000      131
   2.2565815742712099       0.19304600971340802        8.8092156706353897E-003   4.9771441730637846        4.1063567806807200E-003  0.36864860961560630        1.5430853346844131E-002   1.2481828627623317       0.36143513296525898        0.0000000000000000        0.0000000000000000        0.0000000000000000      132
