 gamma g3f pt DY-RATIO error R_dy tmp element 
  0.44444444444444442        0.0000000000000000       0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.98406943156226223        7.2704278887505476      Fe
  0.44444444444444442        5.0505050505050509E-003  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.98134714565062553        6.8683517688428610      Fe
  0.44444444444444442        1.0101010101010102E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.97838968664566783        6.4445021799331457      Fe
  0.44444444444444442        1.5151515151515152E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.97578287118819851        6.0820973892131542      Fe
  0.44444444444444442        2.0202020202020204E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.97285760465555549        5.6879076212883195      Fe
  0.44444444444444442        2.5252525252525252E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.96995143544756190        5.3093677799467818      Fe
  0.44444444444444442        3.0303030303030304E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.96729241983652769        4.9744387987694640      Fe
  0.44444444444444442        3.5353535353535352E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.96442328523978860        4.6252817108963473      Fe
  0.44444444444444442        4.0404040404040407E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.96165088349030947        4.2999648193547513      Fe
  0.44444444444444442        4.5454545454545456E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.95917135567437584        4.0190621758312197      Fe
  0.44444444444444442        5.0505050505050504E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.95643112737707481        3.7196616117681991      Fe
  0.44444444444444442        5.5555555555555552E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.95377606765688960        3.4406197621276982      Fe
  0.44444444444444442        6.0606060606060608E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.95107312801957700        3.1677204739298626      Fe
  0.44444444444444442        6.5656565656565663E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.94840680433381574        2.9095645204409966      Fe
  0.44444444444444442        7.0707070707070704E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.94574276563454851        2.6625868166631887      Fe
  0.44444444444444442        7.5757575757575760E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.94326743670483781        2.4429200874482477      Fe
  0.44444444444444442        8.0808080808080815E-002  0.75000000000000000       0.88700000000000001        3.5999999999999997E-002  0.94063999826423694        2.2200998563173928      Fe
