gamma g3f g3D Nq1 gq1 dq1 Nq2 gq2 dq2 p_10 p_11 p_12 rep
0.0 8.1048849994903895E-003 6.4951483140125487E-003 0.23778925560331921 8.1915234408331372E-002 1.6894577731978444E-003 0.25898511416172854 0.38838810011739255 1.0329952753649483 0.0 0.0 0.0 000
   0.0000000000000000        8.2450136269245720E-003   4.1565044119150204E-003  0.96333481932134646        2.6493462596855917       -3.1932770187179726        8.1682706852623799E-002   2.0030716099270318E-002  -2.7728807682849688E-003   0.0000000000000000        0.0000000000000000        0.0000000000000000      101
   0.0000000000000000        8.8117057354462243E-003   2.5379489108138787E-003  0.66619630176881461       0.60326612621796549       -1.1743345501002977E-004   9.5302227873333312E-002   6.0563553456180585E-002   1.4295197767027790        0.0000000000000000        0.0000000000000000        0.0000000000000000      102
   0.0000000000000000        1.0391713817273135E-002   1.4341246378746605E-002  0.57638295520066585       0.17992955345064487        2.4424911397444404E-002  0.16140195478471853       0.32704731576835178       0.59322901887673662        0.0000000000000000        0.0000000000000000        0.0000000000000000      103
   0.0000000000000000        1.0558595003797872E-002   3.1244860013439077E-003  0.39212033584970740       0.63170103315445836       -4.9577873295003627E-004  0.14102456356326165        5.3768111956859599E-002   1.1017814182818393        0.0000000000000000        0.0000000000000000        0.0000000000000000      104
   0.0000000000000000        8.4337170902103378E-003   4.9282043210909319E-003  0.49757289509010594        1.4854406839934544        2.3814487560613884E-005  0.13955460638765693        3.6973214293533729E-002   1.6758806676048135        0.0000000000000000        0.0000000000000000        0.0000000000000000      105
   0.0000000000000000        7.0341047057296251E-003   1.9477650153277282E-003  0.17747066091943964       0.26101409094304096        3.8334687473008167E-002  0.24615968995086135       0.10930629932692915       -1.9985684066977114        0.0000000000000000        0.0000000000000000        0.0000000000000000      106
   0.0000000000000000        9.5419146351925152E-003   3.4129708009821048E-003  0.30221360031249223        3.3560343380630862       -6.4622390295478560E-002  0.18345361287070805        1.3970137277556027E-002   8.4683842758306760E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000      107
   0.0000000000000000        7.3644584822077112E-003   1.0150520575411969E-003  0.43468931947546974        3.1990047500076599       -5.2438684088329524E-006  0.13037155413034807        1.0524571411531181E-002   1.9999996443035490        0.0000000000000000        0.0000000000000000        0.0000000000000000      108
   0.0000000000000000        7.4768095250494736E-003   5.4777145579738605E-003   1.1811165332154712        2.6203167303382493        5.9583457621242175E-002   7.7937949233576553E-002   2.7214966174101018E-002  0.25722891569873196        0.0000000000000000        0.0000000000000000        0.0000000000000000      109
   0.0000000000000000        7.3841645530779518E-003   4.9890585528305597E-004  0.22093961994555400        2.7387229051711977       -3.5663751241722608E-002  0.17892057559572061        5.9090024257546503E-003  0.36018750399831845        0.0000000000000000        0.0000000000000000        0.0000000000000000      110
   0.0000000000000000        6.8468529455002237E-003   2.3287998085376586E-003  0.20950322685074774        4.9953276394273765       -3.8692429934054835       0.20579378302537599        5.8264720023624150E-003   5.2429054404119491E-003   0.0000000000000000        0.0000000000000000        0.0000000000000000      111
   0.0000000000000000        8.2052911223862279E-003   6.5593349151936730E-006  0.24123133577486744       0.21800716047890045       -1.2559503987189302E-002  0.16596084954257861        6.7896458004613081E-002  0.56139262073339857        0.0000000000000000        0.0000000000000000        0.0000000000000000      112
   0.0000000000000000        8.1205172526532757E-003   4.8392793312022138E-004   4.8245807598096491E-002  0.10136802513938914      -0.54173500191412938       0.36603919835608822        4.9542234673888963E-002   7.2592891286269889E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000      113
   0.0000000000000000        8.8240303474688021E-003   4.5558772184652466E-003  0.50495181390002220       0.13162256985054821       -1.6730172396342424       0.14702233284741917       0.26289510277505812       -1.6220579307067107E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000      114
   0.0000000000000000        8.0209712988772025E-003   1.6323409165078168E-003  0.34614936674499752       0.56726809438819537       -1.8177250850627047E-002  0.14268184389768912        4.9622016993251528E-002  0.43354202298734013        0.0000000000000000        0.0000000000000000        0.0000000000000000      115
   0.0000000000000000        9.3955977498806596E-003   7.2797495773092059E-003  0.30656328254311305        7.4527744980014354E-002 -0.41207841180272275       0.20198680847025008       0.36289940297251500       -3.7329539156177649E-002   0.0000000000000000        0.0000000000000000        0.0000000000000000      116
   0.0000000000000000        7.8082447396228384E-003   2.5269349191256074E-003  0.28922475279408300        4.1545346536988923        6.5013101755440061E-006  0.19206096696744357        1.0154044214635061E-002   1.8539721275381664        0.0000000000000000        0.0000000000000000        0.0000000000000000      117
   0.0000000000000000        6.9157223969028327E-003   4.8912835992980363E-003  0.26985456830230348       0.12487969450275038        3.0918283480829700E-004  0.22229456717655438       0.27296349047843371        1.1832892324965654        0.0000000000000000        0.0000000000000000        0.0000000000000000      118
   0.0000000000000000        5.7072202048197929E-003   4.8512247623367036E-003  0.79863935486081417        1.5552505015468077       -4.5148112883808267E-006   8.6352981071172952E-002   2.9021886482105241E-002   1.9999922795057206        0.0000000000000000        0.0000000000000000        0.0000000000000000      119
