   0.22000E+00  -0.92103E+01   0.12293E-03   0.17591E-03   0.26438E-03   0.21815-315   0.19802E-03   0.12294E-03   0.13721E-03
   0.22000E+00  -0.89754E+01   0.15548E-03   0.22250E-03   0.33440E-03   0.16271-312   0.25047E-03   0.15550E-03   0.17354E-03
   0.22000E+00  -0.87404E+01   0.19666E-03   0.28143E-03   0.42297E-03   0.20967-318   0.31681E-03   0.19669E-03   0.21951E-03
   0.22000E+00  -0.85055E+01   0.24875E-03   0.35597E-03   0.53500E-03   0.26520-318   0.40071E-03   0.24878E-03   0.27765E-03
   0.22000E+00  -0.82705E+01   0.31463E-03   0.45025E-03   0.67669E-03   0.33544-318   0.50684E-03   0.31468E-03   0.35118E-03
   0.22000E+00  -0.80356E+01   0.39797E-03   0.56951E-03   0.85592E-03   0.42428-318   0.64108E-03   0.39802E-03   0.44420E-03
   0.22000E+00  -0.78006E+01   0.50337E-03   0.72034E-03   0.10826E-02   0.53665-318   0.81088E-03   0.50344E-03   0.56184E-03
   0.22000E+00  -0.75656E+01   0.63669E-03   0.91113E-03   0.13693E-02   0.67879-318   0.10256E-02   0.63678E-03   0.71065E-03
   0.22000E+00  -0.73307E+01   0.80532E-03   0.11524E-02   0.17320E-02   0.85857-318   0.12973E-02   0.80543E-03   0.89887E-03
   0.22000E+00  -0.70957E+01   0.10186E-02   0.14577E-02   0.21908E-02   0.10860-317   0.16409E-02   0.10187E-02   0.11369E-02
   0.22000E+00  -0.68608E+01   0.12884E-02   0.18438E-02   0.27710E-02   0.13736-317   0.20755E-02   0.12886E-02   0.14381E-02
   0.22000E+00  -0.66258E+01   0.16296E-02   0.23321E-02   0.35049E-02   0.17374-317   0.26252E-02   0.16299E-02   0.18189E-02
   0.22000E+00  -0.63908E+01   0.20613E-02   0.29497E-02   0.44332E-02   0.21976-317   0.33205E-02   0.20615E-02   0.23007E-02
   0.22000E+00  -0.61559E+01   0.26072E-02   0.37310E-02   0.56074E-02   0.27796-317   0.41999E-02   0.26075E-02   0.29101E-02
   0.22000E+00  -0.59209E+01   0.32977E-02   0.47192E-02   0.70925E-02   0.35158-317   0.53123E-02   0.32982E-02   0.36808E-02
   0.22000E+00  -0.56860E+01   0.41711E-02   0.59691E-02   0.89710E-02   0.44470-317   0.67193E-02   0.41717E-02   0.46557E-02
   0.22000E+00  -0.54510E+01   0.53486E-02   0.76415E-02   0.11479E-01   0.56247-317   0.85948E-02   0.53495E-02   0.59733E-02
   0.22000E+00  -0.52161E+01   0.68828E-02   0.98125E-02   0.14731E-01   0.71145-317   0.11025E-01   0.68840E-02   0.76926E-02
   0.22000E+00  -0.49811E+01   0.88585E-02   0.12602E-01   0.18906E-01   0.89988-317   0.14145E-01   0.88590E-02   0.99091E-02
   0.22000E+00  -0.47461E+01   0.11403E-01   0.16187E-01   0.24271E-01   0.11382-316   0.18149E-01   0.11401E-01   0.12767E-01
   0.22000E+00  -0.45112E+01   0.14679E-01   0.20795E-01   0.31161E-01   0.14397-316   0.23287E-01   0.14679E-01   0.16454E-01
   0.22000E+00  -0.42762E+01   0.18902E-01   0.26722E-01   0.40015E-01   0.18210-316   0.29890E-01   0.18902E-01   0.21209E-01
