X,U
0.0600     0.129100
0.0700     0.140200
0.0800     0.147900
0.0900     0.153300
0.1000     0.156900
0.1100     0.159327
0.1200     0.160846
0.1300     0.161657
0.1400     0.161844
0.1500     0.161400
0.1600     0.160875
0.1700     0.159813
0.1800     0.158522
0.1900     0.157020
0.2000     0.155100
0.2100     0.153340
0.2200     0.151199
0.2300     0.148987
0.2400     0.146700
0.2500     0.144100
0.2600     0.141674
0.2700     0.138957
0.2800     0.136186
0.2900     0.133362
0.3000     0.130300
0.3100     0.127379
0.3200     0.124241
0.3300     0.121071
0.3400     0.117870
0.3500     0.114500
0.3600     0.111248
0.3700     0.107848
0.3800     0.104450
0.3900     0.101053
0.4000     0.097550
0.4100     0.094171
0.4200     0.090702
0.4300     0.087285
0.4400     0.083918
0.4500     0.080490
0.4600     0.077297
0.4700     0.074044
0.4800     0.070915
0.4900     0.067893
0.5000     0.064820
0.5100     0.062109
0.5200     0.059323
0.5300     0.056720
0.5400     0.054261
0.5500     0.051720
0.5600     0.049625
0.5700     0.047406
0.5800     0.045387
0.5900     0.043514
0.6000     0.041500
0.6100     0.039986
0.6200     0.038276
0.6300     0.036749
0.6400     0.035339
0.6500     0.033720
0.6600     0.032627
0.6700     0.031259
0.6800     0.030067
0.6900     0.028964
0.7000     0.027580
0.7100     0.026778
0.7200     0.025612
0.7300     0.024637
0.7400     0.023731
0.7500     0.022460
0.7600     0.021896
0.7700     0.020846
0.7800     0.020039
0.7900     0.019283
0.8000     0.018040
0.8100     0.017732
0.8200     0.016730
0.8300     0.016096
0.8400     0.015474
0.8500     0.014150
0.8600     0.014210
0.8700     0.013146
0.8800     0.012764
0.8900     0.012237
0.9000     0.010560
0.9100     0.011424
0.9200     0.009938
0.9300     0.010585
0.9400     0.009963
0.9500     0.006854
0.9600     0.014200
0.9700     0.008097
0.9800     0.001564
