	rep	chi2	aN	bN	g2A	a2	g2B	B2
45	45	259.532	1.5556814246923664E-002	9.1575000398382289E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
46	46	221.583	2.1312569377012550E-002	7.9548397632241558E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
47	47	200.143	2.3443368979514365E-002	7.6999120395478057E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
48	48	211.191	1.8324823981527516E-002	8.9981945373853109E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
49	49	201.789	1.8854278229099602E-002	8.1012785820521183E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
50	50	234.159	2.1867319061712132E-002	8.7035323423196864E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
51	51	226.045	2.0852192856141982E-002	9.7361858290552633E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
52	52	223.921	1.5130571132800127E-002	9.6831487630924043E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
53	53	242.980	1.8080972002026324E-002	8.5747529425171734E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
54	54	277.309	2.2306815421888851E-002	9.0597802997631344E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
55	55	271.651	2.2781630870576136E-002	9.2591504155131107E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
56	56	246.820	2.3341423490579660E-002	6.3685577807218105E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
57	57	218.397	1.8111403453768382E-002	7.9196925026781204E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
58	58	207.376	1.5879425152778376E-002	8.8144867554582965E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
59	59	227.378	2.4942555978892278E-002	7.5032056403777636E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
60	60	209.801	1.8158065334691137E-002	8.9858448758995541E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
61	61	196.120	2.1867663860135819E-002	8.4675706244373219E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
62	62	230.133	2.1052749606557522E-002	8.0625034911363247E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
63	63	185.354	2.1397479378221104E-002	9.4863477184400774E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
64	64	219.026	2.0745144268869795E-002	9.3576199284993583E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
65	65	205.938	1.9714318280345894E-002	8.3839009634925701E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
66	66	247.595	2.2781784181992087E-002	7.4344778911793266E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
67	67	244.148	1.7744629233703457E-002	1.0071353425861469E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
68	68	236.222	1.8322473457203309E-002	7.4929343245574778E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
69	69	237.785	1.5863544700901053E-002	8.5524923792775348E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
70	70	276.125	2.1377411039785590E-002	8.4006659637203690E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
71	71	235.975	1.9491931415356156E-002	9.5181060505365317E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
72	72	238.089	2.0819277898029134E-002	9.1164208467994501E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
73	73	258.475	1.8074500097703616E-002	9.0558246199413592E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
74	74	227.888	1.5581568791816588E-002	9.0831950627550326E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
75	75	232.955	1.8298774217192851E-002	9.3932842165062730E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
76	76	224.373	1.9984346274418960E-002	8.7276902096878120E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
77	77	213.854	2.3138593075921990E-002	8.5233042197765188E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
78	78	289.701	2.1147154913506439E-002	9.6277019448387652E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
79	79	226.947	1.9850465837702932E-002	9.3222326806094297E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
80	80	265.935	1.9188076360753953E-002	7.2552949745906814E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
81	81	230.977	1.8746773414786436E-002	9.1637468748238804E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
82	82	261.373	1.5565611914940464E-002	1.0710542608212095E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
83	83	238.201	2.1395864527474842E-002	8.1127079847781308E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
84	84	286.665	2.1373794704609594E-002	7.5710265127813675E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
85	85	195.151	1.8809954170710186E-002	9.1447415576523389E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
86	86	189.973	1.9202399821276611E-002	8.7547966421041845E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
87	87	283.936	1.8324710855115570E-002	8.2229450703958651E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
88	88	236.721	1.7646616395680617E-002	8.8290245250405158E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
89	89	181.510	2.3656566043990468E-002	8.7860108808835713E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
90	90	235.758	2.1159137761803462E-002	8.6857029956094664E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
91	91	241.836	1.5565573302456642E-002	8.2637200905264288E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
92	92	252.965	2.1398515001977092E-002	9.7215160922701910E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
93	93	269.090	1.5565626964115051E-002	1.0057397637658061E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
94	94	233.515	2.0485653608594542E-002	8.5051671733797976E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
95	95	251.128	1.9335606540769698E-002	8.6590767123814263E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
96	96	251.723	2.0687227444574421E-002	7.2501114636860792E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
97	97	238.052	1.9183784467951201E-002	7.4588984645848413E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
98	98	229.070	2.1366041007539346E-002	9.0195590185430802E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
99	99	181.457	2.2352198419778133E-002	7.7528835517069045E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
100	100	252.802	1.5977698207002525E-002	9.2672581788101061E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
101	101	180.190	1.9344106438930739E-002	8.2349926496520023E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
102	102	206.490	2.1373694023474069E-002	9.1474810735116402E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
103	103	244.366	1.8053123061455387E-002	7.9045875060217499E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
104	104	242.044	1.7921861518751928E-002	1.0184283007561613E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
105	105	246.414	1.8319906850358073E-002	9.0445753598483378E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
106	106	205.424	1.8274611604773158E-002	8.6004539218785814E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
107	107	228.847	1.3190078058436000E-002	8.6995919798861163E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
108	108	208.484	2.1398526060685041E-002	8.8127216170846151E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
109	109	222.163	2.3177643437259976E-002	8.2224328183045578E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
110	110	216.021	2.1064959083330712E-002	9.4565008494960565E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
111	111	267.251	1.7767791645484185E-002	8.5839906913314917E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
112	112	185.931	2.0788495502511495E-002	8.5718592081567777E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
113	113	206.251	1.8853887947939907E-002	8.0891157450325712E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
114	114	229.838	1.8785229612931886E-002	9.2743789067476004E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
115	115	249.090	2.0264669347727762E-002	8.1489908757178472E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
116	116	232.007	1.9187998095192407E-002	7.6329980125250871E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
117	117	235.097	1.5948500021025089E-002	9.1418104864247340E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
118	118	237.283	1.7979590869752343E-002	9.3454152129257562E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
119	119	256.418	1.8809938953964281E-002	9.1545787498112513E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
120	120	208.903	2.3217638543434213E-002	9.8289146847454906E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
121	121	249.103	1.5962088209472119E-002	8.0734529197074231E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
122	122	268.913	2.5136496277441231E-002	8.8037985348207240E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
123	123	267.602	1.9202639749439407E-002	8.4584235246089393E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
124	124	222.068	2.1389610453957250E-002	9.7428677096199692E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
125	125	249.316	1.9676157413899664E-002	8.0267408351864730E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
126	126	215.193	2.0269067761722617E-002	8.6447195937990051E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
127	127	242.995	2.3271968605672086E-002	7.7948540770779590E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
128	128	236.939	2.1106322061372612E-002	8.0827565465609735E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
129	129	225.573	1.8247066939291595E-002	9.5144084927218237E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
130	130	214.199	1.8828840766718327E-002	9.7745656938577757E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
131	131	217.276	2.3124056557114817E-002	8.2301226019918725E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
132	132	231.037	1.8827611841714609E-002	9.5882097203078692E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
133	133	200.899	1.8860525954546459E-002	7.9759612567864707E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
134	134	216.364	1.7396370112562801E-002	8.8864555774166853E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
135	135	290.375	1.5863469719085269E-002	1.0262707500833843E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
136	136	212.350	2.0824730699804631E-002	8.4928939559110878E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
137	137	228.794	1.7799523909889065E-002	9.6509550433112878E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
138	138	258.144	2.2150812692661087E-002	8.6727930220191068E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
139	139	242.556	2.0500166085107061E-002	9.5195461928607242E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
140	140	256.993	2.3028465597097411E-002	7.6557385905969833E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
141	141	286.730	2.2974046470934401E-002	9.2213506510021304E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
142	142	225.672	1.7788557558468213E-002	9.3926493399474828E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
143	143	228.120	1.7424438862310460E-002	8.4039702095595817E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
144	144	218.428	1.8251288337597288E-002	1.0124246598040565E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
145	145	201.461	1.3543971356541090E-002	8.5516275182238172E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
146	146	257.866	1.7923214511569044E-002	9.1314900097360513E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
147	147	212.366	1.7813308443659567E-002	8.5936139765385444E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
148	148	259.339	2.0163179562128417E-002	7.5996276379029989E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
149	149	276.859	2.0772485343645425E-002	9.3902404512797369E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
150	150	225.520	1.7925414170027618E-002	1.0433065074541024E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
151	151	232.413	1.9209418446613613E-002	8.9466832111858990E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
152	152	183.588	1.9290503032420525E-002	9.3583917584330462E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
153	153	230.692	1.7815565334756839E-002	9.4491576670260174E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
154	154	197.014	1.9679693427804706E-002	8.7274562593767646E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
155	155	214.516	2.0818901878543031E-002	8.3971603669950670E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
156	156	284.428	2.5482185446818156E-002	6.7261366436173822E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
157	157	232.901	2.1894094939720582E-002	8.6192965333665231E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
158	158	247.323	1.9879862691135924E-002	9.3541168641277858E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
159	159	261.159	8.9559673392201611E-003	9.5337474437810696E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
160	160	236.780	1.9979202751427505E-002	9.4524446598526074E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
161	161	230.856	2.0808366619101334E-002	8.3385206162418929E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
162	162	228.314	1.7900679049114715E-002	8.7964163016557087E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
163	163	201.031	1.9875420238737035E-002	8.5551365176163643E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
164	164	330.087	2.1147242682142936E-002	8.2717351075793713E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
165	165	247.213	1.9987747662040881E-002	9.3112405977806220E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
166	166	233.138	1.9138220841640088E-002	7.5123193113801057E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
167	167	240.633	1.8859924062594263E-002	8.8472474631754033E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
168	168	224.623	1.7424295866154807E-002	7.6512243253631443E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
169	169	207.254	2.0790069057515376E-002	7.2340295100916108E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
170	170	247.488	2.2781877115767665E-002	9.4578133112929105E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
171	171	175.251	2.0684663586997762E-002	9.5730287634165773E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
172	172	214.285	2.4361025155441585E-002	7.6271695890004904E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
173	173	236.498	1.9754372683780427E-002	9.1136040600898818E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
174	174	209.957	2.1386843733018177E-002	8.7155813556366452E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
175	175	204.457	2.2232619170902190E-002	7.8329634007638718E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
176	176	262.112	2.0819260637603462E-002	7.9054157499376596E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
177	177	238.449	2.0214394492077348E-002	9.3531848938570375E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
178	178	223.801	2.3341211701699588E-002	7.9048539822223346E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
179	179	203.835	1.9883541761269607E-002	8.8455385012033844E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
180	180	223.310	2.1862310172645463E-002	8.5256393651897758E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
181	181	248.266	1.6708778201729127E-002	9.1609507209194224E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
182	182	228.887	1.8309997720362042E-002	8.5848338256899054E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
183	183	253.274	2.0422057930155627E-002	7.8746715775219467E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
184	184	234.218	1.7396084861626609E-002	9.5509055900186504E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
185	185	278.886	1.9713472106380567E-002	8.3747559196604357E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
186	186	246.130	1.7981812097286970E-002	1.0020424059833909E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
187	187	231.044	1.7424424267168642E-002	8.7874644211952471E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
