	rep	chi2	aN	bN	g2A	a2	g2B	B2
124	124	195.078	1.5135158614239877E-002	1.0295672990919949E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
125	125	205.998	1.8614995200977549E-002	8.8963566213767636E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
126	126	180.580	1.3639265423994143E-002	1.0550890105425474E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
127	127	181.538	1.3834430820811081E-002	1.1907083486424559E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
128	128	167.997	1.7517157920775864E-002	9.4953380381344599E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
129	129	166.519	1.5963028529234924E-002	1.0869960453825912E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
130	130	229.849	1.6954439476057112E-002	9.1797526656476683E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
131	131	184.676	1.4527827705762719E-002	1.0573408456362905E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
132	132	205.013	1.4516800280793177E-002	9.9670797057028956E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
133	133	163.339	1.7591642524237117E-002	9.0472350295209697E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
134	134	212.775	1.4949209306442862E-002	1.0928202130395748E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
135	135	173.147	1.5761613325665252E-002	9.6175043562032533E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
136	136	222.317	1.5557652890638360E-002	1.0211426979900740E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
137	137	168.687	1.0908528052291117E-002	1.0727922460397762E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
138	138	191.159	1.2239030598698852E-002	9.4932986290237678E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
139	139	203.086	1.6069762651693062E-002	9.6954475369919330E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
140	140	170.091	1.4407619879782355E-002	9.5187234144973598E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
141	141	211.587	1.8323392544431591E-002	9.3375723261054297E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
142	142	148.624	1.4856830714680358E-002	1.0104968790578740E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
143	143	198.453	1.3747075678424578E-002	9.3042753686339921E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
144	144	222.909	1.6700769020962819E-002	1.0798599447002642E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
145	145	221.552	1.5956812261468820E-002	8.9735414134329144E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
146	146	225.173	2.0610912300127154E-002	8.6549754025689041E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
147	147	173.813	1.7721260596754787E-002	8.8989879367047595E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
148	148	204.539	2.0268977674860189E-002	8.7894350921555314E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
149	149	211.675	1.6744965661671288E-002	8.5843891982621823E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
150	150	184.663	1.6313360650177383E-002	9.2567710748949275E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
151	151	168.543	1.5016931689773791E-002	1.0354683044296521E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
152	152	162.851	1.9553965362818101E-002	1.0367129883338280E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
153	153	188.393	1.5582643438416310E-002	9.0665735041497789E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
154	154	203.258	1.5196357928050616E-002	9.8847091928604483E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
155	155	205.270	1.5977699932888181E-002	9.6635358431816018E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
156	156	172.445	1.5386568962981947E-002	9.2333150850752513E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
157	157	203.878	2.1206417092115085E-002	1.0825880103044923E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
158	158	176.090	1.7569614091454758E-002	9.7369251544398641E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
159	159	196.980	1.1772153828429818E-002	1.0218770224862513E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
160	160	221.184	1.8208450592320971E-002	8.6682026588563582E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
161	161	221.725	1.7924095999525658E-002	9.7913106454737137E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
162	162	195.542	1.8828841697680274E-002	9.0669191582467557E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
163	163	176.135	1.5977151494025982E-002	1.0667197002811310E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
164	164	207.674	1.5421794989160645E-002	9.4037502144656351E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
165	165	158.555	1.6614674057608012E-002	9.0420825372651836E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
166	166	194.973	1.4990474314194993E-002	1.0305061375471603E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
167	167	213.880	1.3628073371916141E-002	1.0015227733150910E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
168	168	178.015	1.7907952025225729E-002	9.9855032183194456E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
169	169	174.661	1.5925872927746415E-002	9.4150827186378905E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
170	170	152.505	1.3684345714151253E-002	1.0697389568238708E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
171	171	237.358	1.3923578079297422E-002	9.7618178890505891E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
172	172	235.707	1.7854808630089994E-002	1.0591668547042972E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
173	173	254.295	1.4603036243714632E-002	1.0402715359791113E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
174	174	162.300	1.7728537490570601E-002	9.4803591902907422E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
175	175	150.477	1.5088152006628497E-002	9.3904671976645926E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
176	176	183.815	1.5260974308454217E-002	9.2615164245630835E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
177	177	164.105	1.4692119752662602E-002	9.3393266701881222E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
178	178	140.334	1.4509701127750824E-002	1.0023023103192086E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
179	179	186.380	1.4512253105591316E-002	1.0599678814988037E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
180	180	216.452	1.8860549222261200E-002	9.4916426001577930E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
181	181	178.789	1.6799030561270287E-002	9.1699700812791288E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
182	182	207.338	1.9679469859986407E-002	1.0040172923137303E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
183	183	195.182	1.6281543372595117E-002	9.3682726371872443E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
184	184	190.979	1.7980010255390991E-002	9.1235392687339448E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
185	185	174.400	1.7833773470277342E-002	8.9939967661470596E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
186	186	188.616	1.7823680181383486E-002	1.1286970254052585E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
