	rep	chi2	aN	bN	g2A	a2	g2B	B2
36	36	141.204	4.0541125493343017E-002	5.4516786976063977E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
37	37	93.020	2.6120510073662825E-002	7.4039913048597056E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
38	38	148.055	3.2120457017189560E-002	6.7478077140706860E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
39	39	110.798	2.8642952926963561E-002	7.1013790361548410E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
40	40	118.042	2.1385270817341526E-002	7.3588286781113149E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
41	41	142.596	2.0032857992958564E-002	9.1628873172850123E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
42	42	92.846	3.4459137335759726E-002	5.8485571195739314E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
43	43	116.933	3.2130576651861753E-002	6.3350925367773245E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
44	44	159.897	3.5593718713934394E-002	6.7310942150662703E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
45	45	135.372	3.2085242992926144E-002	6.8113393792910079E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
46	46	130.523	4.0026731954332206E-002	5.6091691728956464E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
47	47	124.645	3.0874558695233215E-002	7.9179352004587478E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
48	48	153.048	3.1256849285383470E-002	7.3850451152180016E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
49	49	163.091	3.2118923544619052E-002	5.8954770664320227E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
50	50	134.581	2.1292584055541824E-002	7.5904186121745140E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
51	51	156.561	2.3112463581259554E-002	8.4959791984350677E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
52	52	201.222	4.5309983163216661E-002	5.0268168041865402E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
53	53	98.101	3.2132609714906016E-002	8.0580845756410835E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
54	54	169.361	2.3282205529464417E-002	8.0802794166919267E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
55	55	153.191	1.9332962440235302E-002	9.1315961814405072E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
56	56	168.053	3.2132203365243278E-002	6.8552118507134580E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
57	57	171.075	2.1175578198312645E-002	7.2910359172455724E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
58	58	123.567	2.9199358936897665E-002	7.3624992252416949E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
59	59	156.333	1.8485635197876923E-002	9.6984894949705136E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
60	60	127.657	3.2366791313589285E-002	7.1527077398497590E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
61	61	122.361	4.3332192335131803E-002	4.9047754184662340E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
62	62	178.299	2.4703539053810869E-002	7.5855272365604326E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
63	63	169.269	3.2131013023120811E-002	7.1112343752595744E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
64	64	113.487	3.8870705264567762E-002	7.0320630339136200E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
65	65	88.203	3.1137690770537907E-002	7.4030655236526285E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
66	66	139.936	3.2131930920506480E-002	6.5208961451399053E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
67	67	153.707	3.8106977053881538E-002	5.3907786211102107E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
68	68	124.607	2.9606631233547773E-002	9.0836605215472571E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
69	69	151.032	3.0873721117923067E-002	7.7291288475357239E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
70	70	181.141	4.0054425109085745E-002	5.9626667519407928E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
71	71	129.164	3.8107819040496219E-002	4.9957228118465147E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
72	72	153.563	3.1128848244600243E-002	6.7248835526309281E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
73	73	167.642	1.8823447783522823E-002	1.0129983168880211E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
74	74	138.078	3.2130204967192558E-002	7.8191059791605719E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
75	75	149.612	3.0977404720229737E-002	8.8832303405605717E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
76	76	136.324	4.3061453430024210E-002	5.5875953808964748E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
77	77	126.624	2.0822692643211405E-002	8.7130420978616951E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
78	78	173.842	3.2072883952814990E-002	6.5325097727579259E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
79	79	176.280	4.6957225403448571E-002	4.0302814442946741E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
80	80	112.908	3.0315030244833507E-002	7.3426031756097798E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
81	81	140.265	3.2132118423101805E-002	5.8715885330339126E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
82	82	154.454	2.8924861490752948E-002	7.6941244276518758E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
83	83	117.297	3.2132650372062921E-002	8.2719541532463858E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
84	84	136.977	3.8394487970865934E-002	5.5971067244596565E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
85	85	120.629	2.9554784282170052E-002	6.7876445447439468E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
86	86	137.450	3.1548124339349268E-002	6.9607296395531940E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
87	87	157.055	4.6464580371328362E-002	4.6325639102180183E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
88	88	126.361	4.2877894534747996E-002	4.7829144192666553E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
89	89	138.107	3.3785250875609671E-002	5.4398456220988642E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
90	90	128.854	2.6522365655690841E-002	8.0896477911782880E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
91	91	133.612	2.8965819202289675E-002	8.0083902038367780E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
92	92	191.268	3.9720223751134848E-002	5.9087473423702699E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
93	93	191.291	2.6106000569629348E-002	7.8006903484082110E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
94	94	168.250	3.1413156426854563E-002	7.7835458817617220E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
95	95	147.464	4.3334577425552023E-002	5.7512640952395930E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
96	96	146.423	2.4158788444344853E-002	8.0148209776925300E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
97	97	115.648	2.3021654308031547E-002	7.5161477060513363E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
98	98	117.642	2.3294222836252682E-002	7.7230996603578489E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
99	99	147.081	3.2131111151576089E-002	7.2197446718387376E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
100	100	161.504	3.2130015829996639E-002	6.5551307467056827E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
101	101	139.683	3.1661405625029879E-002	7.0724108249964820E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
102	102	117.996	2.2465960521766207E-002	8.0195893881373492E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
103	103	142.300	2.4851557196785778E-002	7.4659202829663665E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
104	104	145.934	2.9005360099609148E-002	7.5357997147440792E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
105	105	111.084	3.2114966100521461E-002	7.1466714001479012E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
106	106	145.632	2.4474096494649447E-002	9.6989465706116967E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
107	107	124.823	3.4519195207261488E-002	6.5045059603024702E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
108	108	113.906	3.2132631076167650E-002	7.0041652265889001E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
109	109	150.391	3.2117868886929302E-002	6.9313707898355989E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
110	110	189.953	3.9198788411214269E-002	5.6434941236090247E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
111	111	154.408	4.0582823674038371E-002	7.0190760795766430E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
112	112	152.140	2.6119922021699757E-002	8.4222339003786825E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
113	113	125.349	3.2115457853717597E-002	7.9645856819550997E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
114	114	143.769	2.8635039480831639E-002	7.1668941299783545E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
115	115	150.502	3.2132619719122457E-002	6.0818068674090772E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
116	116	169.363	2.6381945986421240E-002	8.3288123445875370E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
117	117	124.121	4.0575691471639225E-002	4.9067918625063933E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
118	118	129.386	3.2132299809427792E-002	7.5758896292930020E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
119	119	158.099	3.2132460509234115E-002	7.2305367512240856E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
120	120	156.971	2.8971652059311445E-002	7.7817779172415572E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
121	121	155.937	2.1590112984480311E-002	8.4516012516954661E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
122	122	140.293	2.7506587177932557E-002	7.6825087002377335E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
123	123	137.898	1.9175414447415176E-002	9.0376730180103115E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
124	124	110.688	2.6100458727658427E-002	8.6362558386882601E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
125	125	116.539	3.1585465447585767E-002	8.4334639738695844E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
126	126	177.983	3.2132535750261620E-002	6.8462907651124227E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
127	127	190.054	3.8394787333973057E-002	5.4244243371364964E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
128	128	123.993	2.6115665744382691E-002	6.9487161311512294E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
129	129	135.787	3.0121005652753344E-002	7.8557130575515124E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
130	130	138.951	2.3623075631878779E-002	8.4513543430255744E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
131	131	146.516	3.8470123617958776E-002	5.4422635727793475E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
132	132	181.704	2.8894212687763890E-002	7.6568392307489602E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
133	133	143.856	3.7178426074875495E-002	5.0442004954298347E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
134	134	124.018	2.9220853783877246E-002	8.0687128978904690E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
135	135	146.188	3.8876763149962898E-002	5.7023168693341800E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
136	136	119.506	4.1870501380770447E-002	6.4313167670654869E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
137	137	763.542	0.24701738481135077	-2.5223482760648355E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
138	138	126.818	3.2124198858346720E-002	7.5936942817059067E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
139	139	157.081	3.8871383779822383E-002	6.0312916661288546E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
140	140	146.259	2.6121169132357958E-002	8.7516381124675621E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
141	141	124.640	3.2132537451910803E-002	6.0993758189372832E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
142	142	148.248	3.3793037530953682E-002	5.6115959135285554E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
143	143	183.156	4.3332239185885330E-002	5.9305255873816562E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
144	144	112.200	2.9228389737845778E-002	7.6595861326691286E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
145	145	121.061	3.8396393860555184E-002	6.3723115385813864E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
146	146	123.383	2.2802667050787276E-002	8.1103162973056447E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
147	147	129.551	3.5158419563748752E-002	7.8988452044708377E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
148	148	138.599	2.6121318812954722E-002	9.1280755397682850E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
149	149	130.178	2.1228894861950343E-002	9.1137565985846894E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
150	150	145.157	3.4177561190123759E-002	6.0221229100778928E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
151	151	140.128	3.1662628332962309E-002	6.3931021814662287E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
152	152	146.235	2.5237929207643173E-002	8.1593729269543516E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
153	153	142.760	3.2432677365610674E-002	8.4036183446211110E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
154	154	171.015	1.8822339581993003E-002	1.0261883917853258E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
155	155	194.870	3.1117986474658382E-002	7.7633779128508107E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
156	156	161.882	2.8885378478831297E-002	8.9754604797578769E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
157	157	176.930	3.2124839388564461E-002	6.6303541241074307E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
158	158	158.163	1.8206351219540479E-002	8.4577208863912956E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
159	159	160.825	2.5794681327288224E-002	8.6516648189239459E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
160	160	108.147	2.8620336479979649E-002	9.0004346512889896E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
161	161	149.659	3.1661248259619190E-002	7.1573568385981043E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
162	162	139.284	2.6220234341487167E-002	7.6598751399686790E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
163	163	178.297	3.4906058231324283E-002	6.2642744499897818E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
164	164	182.843	3.1831124894466378E-002	5.8798408432001875E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
165	165	155.680	2.5727982020554624E-002	6.7135296728780339E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
166	166	171.345	3.9014365690597297E-002	6.2734340174289693E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
167	167	128.400	1.7445480216812428E-002	8.5459483596566563E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
168	168	143.870	2.8859015112658454E-002	7.8705718489495632E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
169	169	137.571	2.7513757166211961E-002	7.9320692996894260E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
170	170	150.314	3.2132328929215054E-002	6.4153900429821456E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
171	171	177.727	2.6121460813014252E-002	7.1819957953828464E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
172	172	108.077	2.4565316613963245E-002	7.0706406061285670E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
173	173	142.095	3.1430458236937353E-002	7.2887119577635037E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
174	174	129.779	3.1163654344213546E-002	6.4219733027371453E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
175	175	149.803	2.0028309654269313E-002	7.9799344595805968E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
176	176	137.380	3.2132654760555421E-002	7.3096583896775091E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
177	177	119.193	3.8931753337984265E-002	6.0249607903415311E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
178	178	154.598	3.1604959820002707E-002	7.1560943303717039E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
179	179	190.216	2.6944083551193557E-002	8.2040795354996823E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
180	180	133.051	4.3340712878155857E-002	4.9981488532405971E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
181	181	122.907	2.2463473345165769E-002	9.7100594028023887E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
182	182	168.146	2.5029631044440601E-002	8.5633498610151876E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
183	183	186.562	3.1364023350083314E-002	7.2366086150388656E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
184	184	112.261	3.2128040610443179E-002	7.6627491611705248E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
185	185	178.717	4.2681048339337557E-002	4.3483945882429945E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
186	186	167.675	3.4496573978034475E-002	6.9671278166451786E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
187	187	103.436	2.9622092485227444E-002	7.7049524254064541E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
