	rep	chi2	aN	bN	g2A	a2	g2B	B2
33	33	289.262	1.8109551909356411E-002	1.3917280575896758E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
34	34	248.843	1.9875417585738395E-002	1.3581271992092012E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
35	35	229.278	1.5825570356174212E-002	1.5126499552446548E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
36	36	202.175	1.7911793604347137E-002	1.6280339837122154E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
37	37	240.241	1.5563836066546807E-002	1.1721824655364914E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
38	38	270.900	1.3937230383597080E-002	1.3956742245538029E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
39	39	282.734	1.6087633808475527E-002	1.4181955521228473E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
40	40	190.222	1.9791981561379957E-002	1.5755178635016021E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
41	41	248.089	1.1031625005990947E-002	1.3559809155976550E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
42	42	262.104	1.5820521406463089E-002	1.4495947959615896E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
43	43	259.789	2.2689362518688444E-002	1.4044662259364286E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
44	44	243.556	1.9884453244182032E-002	1.4601136779860829E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
45	45	238.587	1.7459047681419038E-002	1.4358279281757223E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
46	46	277.673	1.8324696350560374E-002	1.6742064256423835E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
47	47	215.096	1.5290370366882688E-002	1.4390755973871461E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
48	48	284.001	1.4853018579429375E-002	1.5980183063361117E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
49	49	259.221	1.5828631480728633E-002	1.5020575577401218E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
50	50	279.415	1.6824009516366839E-002	1.7083955179459438E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
51	51	237.182	1.8323902339940940E-002	1.3122866771703469E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
52	52	251.877	2.2643085100038027E-002	1.4062700301586468E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
53	53	254.766	1.5977524997301554E-002	1.2627940229592370E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
54	54	284.084	1.8250861931747159E-002	9.4009694926734250E-003	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
55	55	242.989	2.0411138975600499E-002	1.4573390457934945E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
56	56	203.101	1.9358178766246750E-002	1.0668892260888685E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
57	57	239.181	1.4855921300641617E-002	1.3564102509053523E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
58	58	309.952	1.8842622587408223E-002	1.3946391508881918E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
59	59	263.670	1.5405200998371588E-002	1.4985946784099168E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
60	60	222.505	1.4547140018816157E-002	1.3252572535934072E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
61	61	232.649	1.3923518577912145E-002	1.3958848609410338E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
62	62	281.605	2.1028858033007608E-002	1.5971968294982257E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
63	63	261.918	1.3926376614824584E-002	1.2261983127166032E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
64	64	255.581	1.9488812177874779E-002	1.6302378696549442E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
65	65	254.376	1.8822312707757846E-002	1.4425844022237566E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
66	66	235.431	1.5562784928725523E-002	1.2866188009779220E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
67	67	274.799	1.7252130433788648E-002	1.5169069997216879E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
68	68	255.833	1.8820585167140691E-002	1.4353223775944127E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
69	69	211.391	1.9498744709135860E-002	1.3049657046646679E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
70	70	228.945	2.0466961335998485E-002	1.3619713004166922E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
71	71	259.937	1.9883714594384372E-002	1.5150996293568107E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
72	72	263.063	1.8205552977482387E-002	1.2344116449233833E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
73	73	224.635	1.8254169526112737E-002	1.4340205728102240E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
74	74	227.734	1.8324283464490609E-002	1.6117872088036167E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
75	75	241.846	1.5703175009508477E-002	1.3063050309010706E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
76	76	259.074	1.7432193796188822E-002	1.4502835857967529E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
77	77	242.115	1.3213958039744178E-002	1.5758658396773206E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
78	78	295.864	1.9201858778184422E-002	1.2848137670415483E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
79	79	245.911	1.7440187633876225E-002	1.3361821242721429E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
80	80	229.404	1.8321057880951702E-002	1.5280381655405906E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
81	81	271.220	1.9447564501261380E-002	1.7511886780771820E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
82	82	273.918	1.9276887720129990E-002	1.3981521824946823E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
83	83	262.359	1.2246993045045285E-002	1.5074830062952939E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
84	84	261.804	1.5766916710201279E-002	1.5225571496496941E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
85	85	278.840	1.4486213807759149E-002	1.5681258010830472E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
86	86	236.574	1.1601447097327078E-002	1.4854877777138807E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
87	87	239.450	1.5586045121661438E-002	1.5916745657716738E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
88	88	239.709	1.7033904806391942E-002	1.4660743104776872E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
89	89	292.828	2.0373735304603846E-002	1.3979177464263276E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
90	90	297.133	2.1145753915987872E-002	1.0882605576580676E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
91	91	253.979	1.9662620596988423E-002	1.3192459259680149E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
92	92	245.413	1.7125868048177589E-002	1.5238528949039348E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
93	93	231.580	2.1506026852679508E-002	1.2637249977846259E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
94	94	210.811	1.8847319164688334E-002	1.4141636726544698E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
95	95	268.200	1.8373988381781531E-002	1.4432558296709842E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
96	96	240.374	1.7427923973416151E-002	1.2830120198109578E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
97	97	249.941	1.6879887624302869E-002	1.5797334122591891E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
98	98	232.678	1.5842294028822715E-002	1.3174690779960578E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
99	99	271.248	1.7570300972535813E-002	1.5490147444713352E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
100	100	261.219	2.1455982893284736E-002	1.4270121860004092E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
101	101	236.922	1.2723335945112088E-002	1.2917071563115168E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
102	102	262.486	1.9662409727333297E-002	1.5484147540735099E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
103	103	255.160	1.3715621424243984E-002	1.2500621929837627E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
104	104	230.007	1.7818329909962183E-002	1.3587570757806408E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
105	105	229.365	1.4486085103729410E-002	1.3270232894235762E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
106	106	264.497	1.4120798959328731E-002	1.5774339769579662E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
107	107	246.429	1.7444467681592857E-002	1.4083832754425769E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
108	108	264.046	1.5135774417141604E-002	1.5306868216486476E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
109	109	232.528	1.7820957065445620E-002	1.5079745431314302E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
110	110	260.746	1.5707306294017259E-002	1.3066814366234733E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
111	111	247.438	1.5977720333270037E-002	1.0716308616003596E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
112	112	256.703	1.3487868054093591E-002	1.4755933568651923E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
113	113	188.741	1.5386564762736116E-002	1.1726613380558630E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
114	114	246.069	1.7822102081347740E-002	1.2431164635614070E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
115	115	225.013	1.5630050546936239E-002	1.4206441868178127E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
116	116	259.604	1.5819927991942456E-002	1.5382661972868687E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
117	117	220.444	1.5977391648155578E-002	1.3576064617411225E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
118	118	206.137	1.8628306822643201E-002	1.7584012366349613E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
119	119	253.195	1.5976466791248811E-002	1.4249190179494865E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
120	120	269.433	1.7569490952122901E-002	1.2691421336972673E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
121	121	243.327	1.8325278551856783E-002	1.3120517675441985E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
122	122	238.898	9.3337502475992346E-003	1.3653041951250472E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
123	123	281.342	1.5077324141077597E-002	1.6101135293493461E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
124	124	248.754	1.4742688264559281E-002	1.3765561602443979E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
125	125	295.722	1.4628337002312933E-002	1.4352966418827863E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
126	126	265.709	1.8251214470482294E-002	1.2555446955402290E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
127	127	269.577	1.4576154497259297E-002	1.5101605098056248E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
128	128	213.355	1.4983169037060443E-002	1.0871735199605291E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
129	129	249.499	1.7427816480509742E-002	1.4048790807350157E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
130	130	231.178	1.6148503575173265E-002	1.6129806534927661E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
131	131	241.145	1.5237860261877109E-002	1.3611538255213773E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
132	132	237.104	2.0085798161947221E-002	1.4525202895657882E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
133	133	250.929	1.7464325481998416E-002	1.3146055271329123E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
134	134	249.032	1.1038500454808781E-002	1.4923851309006746E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
135	135	225.706	1.6151195946048497E-002	1.1769415921019856E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
136	136	270.230	1.9202429699250914E-002	1.4836585505687665E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
137	137	228.312	1.5839527672323259E-002	1.4141765892462237E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
138	138	232.979	1.7731422595169355E-002	1.4963772961532312E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
139	139	274.588	1.2216914175789573E-002	1.7328754014077345E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
140	140	257.239	1.9746928474867184E-002	1.2205106742667150E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
141	141	220.826	2.0909198457203362E-002	1.4863498984600688E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
142	142	210.961	1.5581614746626643E-002	1.2221454960923077E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
143	143	206.930	1.6880100475730200E-002	1.5413466801203070E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
144	144	233.151	1.7815396321931909E-002	1.4540457133152551E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
145	145	299.097	1.4624524644823972E-002	1.3403320221150483E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
146	146	286.878	1.6810240889337288E-002	1.3715024959490271E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
147	147	250.712	2.1933786020444504E-002	1.4071870153715096E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
148	148	250.009	1.5863471254502992E-002	1.4321837305615231E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
149	149	303.127	1.3303421722986278E-002	1.5196451173994548E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
150	150	245.908	1.7815462370066468E-002	1.4733673825122126E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
151	151	256.412	2.1420603939579105E-002	1.5266125378971290E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
152	152	245.290	2.3020095370882343E-002	1.3758572620382589E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
153	153	219.865	1.9485151701588252E-002	1.5407722875296785E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
154	154	262.536	2.2430367699889459E-002	1.3759076032327532E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
155	155	268.172	1.5417378283528529E-002	1.5387362343422438E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
156	156	250.371	2.1105906099501012E-002	1.5687411333375707E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
157	157	275.947	1.5948270678408094E-002	1.4035165529867485E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
158	158	252.984	2.0454357984681509E-002	1.3296800931647854E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
159	159	286.515	2.0136570503251780E-002	1.3801807288640888E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
160	160	294.191	1.5968626148256837E-002	1.2412022949627143E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
161	161	230.094	1.5977379221392640E-002	1.4162283047505206E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
162	162	296.363	1.8081928602444827E-002	1.5074356505789276E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
163	163	287.789	1.5847410715491700E-002	1.3491009268655901E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
164	164	240.513	1.9685771388903234E-002	1.5778440238135238E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
165	165	256.348	1.6116960005054304E-002	1.5331908229340260E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
166	166	238.939	1.5963335669391801E-002	1.4833813194964053E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
167	167	249.743	2.1380308727861855E-002	1.4592767812078175E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
168	168	242.923	1.5393985773032609E-002	1.3264880713166102E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
169	169	294.530	2.0043892517686526E-002	1.5907115119334417E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
170	170	282.025	1.8829383838166430E-002	1.4240312972830453E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
171	171	246.307	1.5260929161675693E-002	1.4780213961671528E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
172	172	268.653	1.5681028949560652E-002	1.2543450767225003E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
173	173	231.968	1.5351106139141160E-002	1.3431347596407767E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
174	174	227.144	1.6173273794478707E-002	1.5922918073799468E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
175	175	239.093	1.4923522590865088E-002	1.3595442730908007E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
176	176	240.633	1.7907502843828652E-002	1.4060804790163639E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
177	177	276.265	1.7848894085455175E-002	1.4067414026875294E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
178	178	244.230	1.5582287615343457E-002	1.5368321208485254E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
179	179	231.974	1.2246226899244483E-002	1.5049675813449966E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
180	180	238.864	1.7859978456408132E-002	1.4675615397603231E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
181	181	300.132	1.4856564208885994E-002	1.5452644341939811E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
182	182	228.947	2.0028117946321838E-002	1.2881672193898248E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
183	183	209.191	2.0217377594745567E-002	1.4485352074738535E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
184	184	231.544	1.5512195816817023E-002	1.5564597156574475E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
185	185	216.798	1.7827673055943571E-002	1.5646544514421198E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
186	186	279.503	1.7429473804186524E-002	1.5021824120245039E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
187	187	215.284	1.2999172131635733E-002	1.5311940281055259E-002	0.0000000000000000	0.0000000000000000.1	0.0000000000000000.2	0.0000000000000000.3
